GeneID,logFC,PValue,FDR,Regulation,PathwayID,PathwayName,PathwaySource
VSIR,1.5713407,4.31e-21,4.31e-21,Up,GOBP_COLLAGEN_CATABOLIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_CATABOLIC_PROCESS,GOBP_COLLAGEN_CATABOLIC_PROCESS.v2026.1.Hs.gmt
ADAMTS14,0.967245341,0.00264454,0.00264454,Up,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_FIBRIL_ORGANIZATION,GOBP_COLLAGEN_FIBRIL_ORGANIZATION.v2026.1.Hs.gmt
ADAMTS19,1.462870591,0.001748056,0.001748056,Up,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_FIBRIL_ORGANIZATION,GOBP_COLLAGEN_FIBRIL_ORGANIZATION.v2026.1.Hs.gmt
ADAMTS7,1.07041289,7.24e-18,7.24e-18,Up,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_FIBRIL_ORGANIZATION,GOBP_COLLAGEN_FIBRIL_ORGANIZATION.v2026.1.Hs.gmt
AEBP1,0.652201863,9.74e-12,9.74e-12,Up,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_FIBRIL_ORGANIZATION,GOBP_COLLAGEN_FIBRIL_ORGANIZATION.v2026.1.Hs.gmt
COL14A1,1.202392112,0.024997564,0.024997564,Up,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_FIBRIL_ORGANIZATION,GOBP_COLLAGEN_FIBRIL_ORGANIZATION.v2026.1.Hs.gmt
COL1A2,0.700875916,4.25e-57,4.25e-57,Up,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_FIBRIL_ORGANIZATION,GOBP_COLLAGEN_FIBRIL_ORGANIZATION.v2026.1.Hs.gmt
COL5A3,0.954958969,2.17e-10,2.17e-10,Up,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_FIBRIL_ORGANIZATION,GOBP_COLLAGEN_FIBRIL_ORGANIZATION.v2026.1.Hs.gmt
COL6A1,0.653701238,6.74e-46,6.74e-46,Up,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_FIBRIL_ORGANIZATION,GOBP_COLLAGEN_FIBRIL_ORGANIZATION.v2026.1.Hs.gmt
LOXL3,0.886392326,3.35e-20,3.35e-20,Up,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_FIBRIL_ORGANIZATION,GOBP_COLLAGEN_FIBRIL_ORGANIZATION.v2026.1.Hs.gmt
LOXL4,0.653695735,1.16e-07,1.16e-07,Up,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_FIBRIL_ORGANIZATION,GOBP_COLLAGEN_FIBRIL_ORGANIZATION.v2026.1.Hs.gmt
NF1,2.371085143,0.003014985,0.003014985,Up,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_FIBRIL_ORGANIZATION,GOBP_COLLAGEN_FIBRIL_ORGANIZATION.v2026.1.Hs.gmt
TGFB2,0.794331218,5.06e-06,5.06e-06,Up,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_FIBRIL_ORGANIZATION,GOBP_COLLAGEN_FIBRIL_ORGANIZATION.v2026.1.Hs.gmt
ADAMTS14,0.967245341,0.00264454,0.00264454,Up,GOBP_COLLAGEN_METABOLIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_METABOLIC_PROCESS,GOBP_COLLAGEN_METABOLIC_PROCESS.v2026.1.Hs.gmt
BMP4,2.194445629,2.09e-25,2.09e-25,Up,GOBP_COLLAGEN_METABOLIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_METABOLIC_PROCESS,GOBP_COLLAGEN_METABOLIC_PROCESS.v2026.1.Hs.gmt
COL1A2,0.700875916,4.25e-57,4.25e-57,Up,GOBP_COLLAGEN_METABOLIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_METABOLIC_PROCESS,GOBP_COLLAGEN_METABOLIC_PROCESS.v2026.1.Hs.gmt
COL6A1,0.653701238,6.74e-46,6.74e-46,Up,GOBP_COLLAGEN_METABOLIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_METABOLIC_PROCESS,GOBP_COLLAGEN_METABOLIC_PROCESS.v2026.1.Hs.gmt
CTSK,0.59485923,0.014252916,0.014252916,Up,GOBP_COLLAGEN_METABOLIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_METABOLIC_PROCESS,GOBP_COLLAGEN_METABOLIC_PROCESS.v2026.1.Hs.gmt
IL6R,1.005530624,5.74e-07,5.74e-07,Up,GOBP_COLLAGEN_METABOLIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_METABOLIC_PROCESS,GOBP_COLLAGEN_METABOLIC_PROCESS.v2026.1.Hs.gmt
MFAP4,0.767517471,8.57e-20,8.57e-20,Up,GOBP_COLLAGEN_METABOLIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_METABOLIC_PROCESS,GOBP_COLLAGEN_METABOLIC_PROCESS.v2026.1.Hs.gmt
P2RX7,2.109966826,6.21e-05,6.21e-05,Up,GOBP_COLLAGEN_METABOLIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_METABOLIC_PROCESS,GOBP_COLLAGEN_METABOLIC_PROCESS.v2026.1.Hs.gmt
RGCC,1.867902196,2.17e-77,2.17e-77,Up,GOBP_COLLAGEN_METABOLIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_METABOLIC_PROCESS,GOBP_COLLAGEN_METABOLIC_PROCESS.v2026.1.Hs.gmt
TNS2,0.586158659,6.2e-12,6.2e-12,Up,GOBP_COLLAGEN_METABOLIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_METABOLIC_PROCESS,GOBP_COLLAGEN_METABOLIC_PROCESS.v2026.1.Hs.gmt
VSIR,1.5713407,4.31e-21,4.31e-21,Up,GOBP_COLLAGEN_METABOLIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_METABOLIC_PROCESS,GOBP_COLLAGEN_METABOLIC_PROCESS.v2026.1.Hs.gmt
CCN3,0.866255986,0.002319099,0.002319099,Up,GOBP_EPITHELIAL_CELL_CELL_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_CELL_ADHESION,GOBP_EPITHELIAL_CELL_CELL_ADHESION.v2026.1.Hs.gmt
KIT,0.703149315,0.000277812,0.000277812,Up,GOBP_EPITHELIAL_CELL_CELL_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_CELL_ADHESION,GOBP_EPITHELIAL_CELL_CELL_ADHESION.v2026.1.Hs.gmt
BMP4,2.194445629,2.09e-25,2.09e-25,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
CCL2,1.653339896,1.48e-42,1.48e-42,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
CCN3,0.866255986,0.002319099,0.002319099,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
CDKN2B,0.795604572,0.002041509,0.002041509,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
COL8A2,0.851770588,0.007572793,0.007572793,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
DAB2,0.846289018,9.1e-69,9.1e-69,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
EDNRB,1.083091612,0.001871923,0.001871923,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
ERBB3,1.256727586,0.0323761,0.0323761,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
F3,1.08180388,2.22e-83,2.22e-83,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
GATA6,1.596751077,0.000506638,0.000506638,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
GDF5,2.539069232,5.6e-18,5.6e-18,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
HGF,1.00565941,1.42e-32,1.42e-32,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
IGFBP4,0.622602319,1.02e-30,1.02e-30,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
IGFBP5,1.661761683,0,0,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
IL12A,0.813259942,0.007276157,0.007276157,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
KIT,0.703149315,0.000277812,0.000277812,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
MCC,0.995518095,6.99e-12,6.99e-12,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
MTSS1,0.996058079,3.1e-06,3.1e-06,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
NF1,2.371085143,0.003014985,0.003014985,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
NUPR1,0.853939772,6e-19,6e-19,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
PIK3CD,0.737775235,5.32e-10,5.32e-10,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
PPARG,0.758266744,1.03e-11,1.03e-11,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
PTCH1,0.758217091,6.32e-07,6.32e-07,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
RGCC,1.867902196,2.17e-77,2.17e-77,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
SERPINF1,0.740219123,1.33e-06,1.33e-06,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
SFRP1,0.679862909,1.79e-50,1.79e-50,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
SMAD3,0.653476999,3.09e-39,3.09e-39,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
STAT3,0.731103579,2.82e-37,2.82e-37,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
STAT5A,0.820012746,0.00026639,0.00026639,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
TEK,1.023774058,2.62e-32,2.62e-32,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
TGFB2,0.794331218,5.06e-06,5.06e-06,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
TGFBR3,0.597758748,0.00064456,0.00064456,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
TNFAIP3,0.598147941,0.04032142,0.04032142,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
VEGFA,0.799914277,1.92e-12,1.92e-12,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
VSTM4,0.700998996,1.35e-10,1.35e-10,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
WNT2,2.701834771,1.54e-05,1.54e-05,Up,GOBP_EPITHELIAL_CELL_PROLIFERATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_CELL_PROLIFERATION,GOBP_EPITHELIAL_CELL_PROLIFERATION.v2026.1.Hs.gmt
BMP4,2.194445629,2.09e-25,2.09e-25,Up,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION.v2026.1.Hs.gmt
DAB2,0.846289018,9.1e-69,9.1e-69,Up,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION.v2026.1.Hs.gmt
GLIPR2,0.696386593,9.24e-14,9.24e-14,Up,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION.v2026.1.Hs.gmt
HGF,1.00565941,1.42e-32,1.42e-32,Up,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION.v2026.1.Hs.gmt
LOXL3,0.886392326,3.35e-20,3.35e-20,Up,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION.v2026.1.Hs.gmt
MSX2,1.196601809,5.52e-10,5.52e-10,Up,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION.v2026.1.Hs.gmt
RGCC,1.867902196,2.17e-77,2.17e-77,Up,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION.v2026.1.Hs.gmt
SFRP1,0.679862909,1.79e-50,1.79e-50,Up,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION.v2026.1.Hs.gmt
SMAD3,0.653476999,3.09e-39,3.09e-39,Up,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION.v2026.1.Hs.gmt
SPRY1,1.000631988,0.001886186,0.001886186,Up,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION.v2026.1.Hs.gmt
TGFB2,0.794331218,5.06e-06,5.06e-06,Up,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION.v2026.1.Hs.gmt
TGFBR3,0.597758748,0.00064456,0.00064456,Up,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION.v2026.1.Hs.gmt
VEGFA,0.799914277,1.92e-12,1.92e-12,Up,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION.v2026.1.Hs.gmt
WNT2,2.701834771,1.54e-05,1.54e-05,Up,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION.v2026.1.Hs.gmt
COL1A2,0.700875916,4.25e-57,4.25e-57,Up,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY.v2026.1.Hs.gmt
COL6A1,0.653701238,6.74e-46,6.74e-46,Up,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY.v2026.1.Hs.gmt
COL8A2,0.851770588,0.007572793,0.007572793,Up,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY.v2026.1.Hs.gmt
GAS6,0.633463238,2.57e-35,2.57e-35,Up,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY.v2026.1.Hs.gmt
HAS3,0.890191848,0.034261417,0.034261417,Up,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY.v2026.1.Hs.gmt
LTBP4,1.137943727,2.63e-34,2.63e-34,Up,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY.v2026.1.Hs.gmt
MFAP4,0.767517471,8.57e-20,8.57e-20,Up,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY.v2026.1.Hs.gmt
NTN4,1.40213367,4.53e-51,4.53e-51,Up,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY.v2026.1.Hs.gmt
PPARG,0.758266744,1.03e-11,1.03e-11,Up,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY.v2026.1.Hs.gmt
QSOX1,0.957967626,4.37e-118,4.37e-118,Up,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY.v2026.1.Hs.gmt
RGCC,1.867902196,2.17e-77,2.17e-77,Up,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY.v2026.1.Hs.gmt
SMAD3,0.653476999,3.09e-39,3.09e-39,Up,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY.v2026.1.Hs.gmt
