#node	identifier	category	term ID	term description
ATF3	9606.ENSP00000344352	GO Process	GO:0000122	Negative regulation of transcription by RNA polymerase II
ATF3	9606.ENSP00000344352	GO Process	GO:0005975	Carbohydrate metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0005996	Monosaccharide metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0006006	Glucose metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0006094	Gluconeogenesis
ATF3	9606.ENSP00000344352	GO Process	GO:0006355	Regulation of transcription, DNA-templated
ATF3	9606.ENSP00000344352	GO Process	GO:0006357	Regulation of transcription by RNA polymerase II
ATF3	9606.ENSP00000344352	GO Process	GO:0006950	Response to stress
ATF3	9606.ENSP00000344352	GO Process	GO:0006986	Response to unfolded protein
ATF3	9606.ENSP00000344352	GO Process	GO:0007154	Cell communication
ATF3	9606.ENSP00000344352	GO Process	GO:0007165	Signal transduction
ATF3	9606.ENSP00000344352	GO Process	GO:0007517	Muscle organ development
ATF3	9606.ENSP00000344352	GO Process	GO:0007519	Skeletal muscle tissue development
ATF3	9606.ENSP00000344352	GO Process	GO:0008152	Metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0008284	Positive regulation of cell population proliferation
ATF3	9606.ENSP00000344352	GO Process	GO:0009058	Biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:0009267	Cellular response to starvation
ATF3	9606.ENSP00000344352	GO Process	GO:0009605	Response to external stimulus
ATF3	9606.ENSP00000344352	GO Process	GO:0009888	Tissue development
ATF3	9606.ENSP00000344352	GO Process	GO:0009889	Regulation of biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:0009890	Negative regulation of biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:0009891	Positive regulation of biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:0009892	Negative regulation of metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0009893	Positive regulation of metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0009966	Regulation of signal transduction
ATF3	9606.ENSP00000344352	GO Process	GO:0009967	Positive regulation of signal transduction
ATF3	9606.ENSP00000344352	GO Process	GO:0009968	Negative regulation of signal transduction
ATF3	9606.ENSP00000344352	GO Process	GO:0009987	Cellular process
ATF3	9606.ENSP00000344352	GO Process	GO:0009991	Response to extracellular stimulus
ATF3	9606.ENSP00000344352	GO Process	GO:0010033	Response to organic substance
ATF3	9606.ENSP00000344352	GO Process	GO:0010468	Regulation of gene expression
ATF3	9606.ENSP00000344352	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:0010557	Positive regulation of macromolecule biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:0010558	Negative regulation of macromolecule biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0010605	Negative regulation of macromolecule metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0010628	Positive regulation of gene expression
ATF3	9606.ENSP00000344352	GO Process	GO:0010646	Regulation of cell communication
ATF3	9606.ENSP00000344352	GO Process	GO:0010647	Positive regulation of cell communication
ATF3	9606.ENSP00000344352	GO Process	GO:0010648	Negative regulation of cell communication
ATF3	9606.ENSP00000344352	GO Process	GO:0010941	Regulation of cell death
ATF3	9606.ENSP00000344352	GO Process	GO:0010942	Positive regulation of cell death
ATF3	9606.ENSP00000344352	GO Process	GO:0016051	Carbohydrate biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0019222	Regulation of metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0019318	Hexose metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0019319	Hexose biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:0023051	Regulation of signaling
ATF3	9606.ENSP00000344352	GO Process	GO:0023052	Signaling
ATF3	9606.ENSP00000344352	GO Process	GO:0023056	Positive regulation of signaling
ATF3	9606.ENSP00000344352	GO Process	GO:0023057	Negative regulation of signaling
ATF3	9606.ENSP00000344352	GO Process	GO:0030154	Cell differentiation
ATF3	9606.ENSP00000344352	GO Process	GO:0030968	Endoplasmic reticulum unfolded protein response
ATF3	9606.ENSP00000344352	GO Process	GO:0031323	Regulation of cellular metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0031324	Negative regulation of cellular metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0031325	Positive regulation of cellular metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0031326	Regulation of cellular biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:0031327	Negative regulation of cellular biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:0031328	Positive regulation of cellular biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:0031667	Response to nutrient levels
ATF3	9606.ENSP00000344352	GO Process	GO:0031668	Cellular response to extracellular stimulus
ATF3	9606.ENSP00000344352	GO Process	GO:0031669	Cellular response to nutrient levels
ATF3	9606.ENSP00000344352	GO Process	GO:0032502	Developmental process
ATF3	9606.ENSP00000344352	GO Process	GO:0033554	Cellular response to stress
ATF3	9606.ENSP00000344352	GO Process	GO:0034198	Cellular response to amino acid starvation
ATF3	9606.ENSP00000344352	GO Process	GO:0034620	Cellular response to unfolded protein
ATF3	9606.ENSP00000344352	GO Process	GO:0034976	Response to endoplasmic reticulum stress
ATF3	9606.ENSP00000344352	GO Process	GO:0035914	Skeletal muscle cell differentiation
ATF3	9606.ENSP00000344352	GO Process	GO:0035966	Response to topologically incorrect protein
ATF3	9606.ENSP00000344352	GO Process	GO:0035967	Cellular response to topologically incorrect protein
ATF3	9606.ENSP00000344352	GO Process	GO:0036003	Positive regulation of transcription from RNA polymerase II promoter in response to stress
ATF3	9606.ENSP00000344352	GO Process	GO:0042127	Regulation of cell population proliferation
ATF3	9606.ENSP00000344352	GO Process	GO:0042221	Response to chemical
ATF3	9606.ENSP00000344352	GO Process	GO:0042594	Response to starvation
ATF3	9606.ENSP00000344352	GO Process	GO:0042981	Regulation of apoptotic process
ATF3	9606.ENSP00000344352	GO Process	GO:0043065	Positive regulation of apoptotic process
ATF3	9606.ENSP00000344352	GO Process	GO:0043067	Regulation of programmed cell death
ATF3	9606.ENSP00000344352	GO Process	GO:0043068	Positive regulation of programmed cell death
ATF3	9606.ENSP00000344352	GO Process	GO:0043408	Regulation of MAPK cascade
ATF3	9606.ENSP00000344352	GO Process	GO:0043409	Negative regulation of MAPK cascade
ATF3	9606.ENSP00000344352	GO Process	GO:0043618	Regulation of transcription from RNA polymerase II promoter in response to stress
ATF3	9606.ENSP00000344352	GO Process	GO:0043620	Regulation of DNA-templated transcription in response to stress
ATF3	9606.ENSP00000344352	GO Process	GO:0044238	Primary metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0044281	Small molecule metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0044283	Small molecule biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:0045892	Negative regulation of transcription, DNA-templated
ATF3	9606.ENSP00000344352	GO Process	GO:0045893	Positive regulation of transcription, DNA-templated
ATF3	9606.ENSP00000344352	GO Process	GO:0045934	Negative regulation of nucleobase-containing compound metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0045935	Positive regulation of nucleobase-containing compound metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0045944	Positive regulation of transcription by RNA polymerase II
ATF3	9606.ENSP00000344352	GO Process	GO:0046364	Monosaccharide biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:0046685	Response to arsenic-containing substance
ATF3	9606.ENSP00000344352	GO Process	GO:0048513	Animal organ development
ATF3	9606.ENSP00000344352	GO Process	GO:0048518	Positive regulation of biological process
ATF3	9606.ENSP00000344352	GO Process	GO:0048519	Negative regulation of biological process
ATF3	9606.ENSP00000344352	GO Process	GO:0048522	Positive regulation of cellular process
ATF3	9606.ENSP00000344352	GO Process	GO:0048523	Negative regulation of cellular process
ATF3	9606.ENSP00000344352	GO Process	GO:0048583	Regulation of response to stimulus
ATF3	9606.ENSP00000344352	GO Process	GO:0048584	Positive regulation of response to stimulus
ATF3	9606.ENSP00000344352	GO Process	GO:0048585	Negative regulation of response to stimulus
ATF3	9606.ENSP00000344352	GO Process	GO:0048856	Anatomical structure development
ATF3	9606.ENSP00000344352	GO Process	GO:0048869	Cellular developmental process
ATF3	9606.ENSP00000344352	GO Process	GO:0050789	Regulation of biological process
ATF3	9606.ENSP00000344352	GO Process	GO:0050794	Regulation of cellular process
ATF3	9606.ENSP00000344352	GO Process	GO:0050896	Response to stimulus
ATF3	9606.ENSP00000344352	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0051172	Negative regulation of nitrogen compound metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0051252	Regulation of RNA metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0051253	Negative regulation of RNA metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0051254	Positive regulation of RNA metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0051716	Cellular response to stimulus
ATF3	9606.ENSP00000344352	GO Process	GO:0060255	Regulation of macromolecule metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0060537	Muscle tissue development
ATF3	9606.ENSP00000344352	GO Process	GO:0060538	Skeletal muscle organ development
ATF3	9606.ENSP00000344352	GO Process	GO:0061061	Muscle structure development
ATF3	9606.ENSP00000344352	GO Process	GO:0061394	Regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance
ATF3	9606.ENSP00000344352	GO Process	GO:0065007	Biological regulation
ATF3	9606.ENSP00000344352	GO Process	GO:0070372	Regulation of ERK1 and ERK2 cascade
ATF3	9606.ENSP00000344352	GO Process	GO:0070373	Negative regulation of ERK1 and ERK2 cascade
ATF3	9606.ENSP00000344352	GO Process	GO:0070887	Cellular response to chemical stimulus
ATF3	9606.ENSP00000344352	GO Process	GO:0071243	Cellular response to arsenic-containing substance
ATF3	9606.ENSP00000344352	GO Process	GO:0071310	Cellular response to organic substance
ATF3	9606.ENSP00000344352	GO Process	GO:0071496	Cellular response to external stimulus
ATF3	9606.ENSP00000344352	GO Process	GO:0071704	Organic substance metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:0080090	Regulation of primary metabolic process
ATF3	9606.ENSP00000344352	GO Process	GO:1901576	Organic substance biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:1902041	Regulation of extrinsic apoptotic signaling pathway via death domain receptors
ATF3	9606.ENSP00000344352	GO Process	GO:1902043	Positive regulation of extrinsic apoptotic signaling pathway via death domain receptors
ATF3	9606.ENSP00000344352	GO Process	GO:1902531	Regulation of intracellular signal transduction
ATF3	9606.ENSP00000344352	GO Process	GO:1902532	Negative regulation of intracellular signal transduction
ATF3	9606.ENSP00000344352	GO Process	GO:1902679	Negative regulation of RNA biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:1902680	Positive regulation of RNA biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:1903121	Regulation of TRAIL-activated apoptotic signaling pathway
ATF3	9606.ENSP00000344352	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
ATF3	9606.ENSP00000344352	GO Process	GO:1903507	Negative regulation of nucleic acid-templated transcription
ATF3	9606.ENSP00000344352	GO Process	GO:1903508	Positive regulation of nucleic acid-templated transcription
ATF3	9606.ENSP00000344352	GO Process	GO:1903984	Positive regulation of TRAIL-activated apoptotic signaling pathway
ATF3	9606.ENSP00000344352	GO Process	GO:1990440	Positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress
ATF3	9606.ENSP00000344352	GO Process	GO:1990928	Response to amino acid starvation
ATF3	9606.ENSP00000344352	GO Process	GO:2001141	Regulation of RNA biosynthetic process
ATF3	9606.ENSP00000344352	GO Process	GO:2001233	Regulation of apoptotic signaling pathway
ATF3	9606.ENSP00000344352	GO Process	GO:2001235	Positive regulation of apoptotic signaling pathway
ATF3	9606.ENSP00000344352	GO Process	GO:2001236	Regulation of extrinsic apoptotic signaling pathway
ATF3	9606.ENSP00000344352	GO Process	GO:2001238	Positive regulation of extrinsic apoptotic signaling pathway
ATF3	9606.ENSP00000344352	GO Function	GO:0000976	Transcription cis-regulatory region binding
ATF3	9606.ENSP00000344352	GO Function	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding
ATF3	9606.ENSP00000344352	GO Function	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
ATF3	9606.ENSP00000344352	GO Function	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
ATF3	9606.ENSP00000344352	GO Function	GO:0000987	Cis-regulatory region sequence-specific DNA binding
ATF3	9606.ENSP00000344352	GO Function	GO:0001067	Transcription regulatory region nucleic acid binding
ATF3	9606.ENSP00000344352	GO Function	GO:0001216	DNA-binding transcription activator activity
ATF3	9606.ENSP00000344352	GO Function	GO:0001217	DNA-binding transcription repressor activity
ATF3	9606.ENSP00000344352	GO Function	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific
ATF3	9606.ENSP00000344352	GO Function	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific
ATF3	9606.ENSP00000344352	GO Function	GO:0003676	Nucleic acid binding
ATF3	9606.ENSP00000344352	GO Function	GO:0003677	DNA binding
ATF3	9606.ENSP00000344352	GO Function	GO:0003690	Double-stranded DNA binding
ATF3	9606.ENSP00000344352	GO Function	GO:0003700	DNA-binding transcription factor activity
ATF3	9606.ENSP00000344352	GO Function	GO:0005488	Binding
ATF3	9606.ENSP00000344352	GO Function	GO:0005515	Protein binding
ATF3	9606.ENSP00000344352	GO Function	GO:0042802	Identical protein binding
ATF3	9606.ENSP00000344352	GO Function	GO:0042803	Protein homodimerization activity
ATF3	9606.ENSP00000344352	GO Function	GO:0043565	Sequence-specific DNA binding
ATF3	9606.ENSP00000344352	GO Function	GO:0046982	Protein heterodimerization activity
ATF3	9606.ENSP00000344352	GO Function	GO:0046983	Protein dimerization activity
ATF3	9606.ENSP00000344352	GO Function	GO:0097159	Organic cyclic compound binding
ATF3	9606.ENSP00000344352	GO Function	GO:0140110	Transcription regulator activity
ATF3	9606.ENSP00000344352	GO Function	GO:1901363	Heterocyclic compound binding
ATF3	9606.ENSP00000344352	GO Function	GO:1990837	Sequence-specific double-stranded DNA binding
ATF3	9606.ENSP00000344352	GO Component	GO:0000785	Chromatin
ATF3	9606.ENSP00000344352	GO Component	GO:0005622	Intracellular anatomical structure
ATF3	9606.ENSP00000344352	GO Component	GO:0005634	Nucleus
ATF3	9606.ENSP00000344352	GO Component	GO:0005654	Nucleoplasm
ATF3	9606.ENSP00000344352	GO Component	GO:0005667	Transcription regulator complex
ATF3	9606.ENSP00000344352	GO Component	GO:0005694	Chromosome
ATF3	9606.ENSP00000344352	GO Component	GO:0005730	Nucleolus
ATF3	9606.ENSP00000344352	GO Component	GO:0031974	Membrane-enclosed lumen
ATF3	9606.ENSP00000344352	GO Component	GO:0031981	Nuclear lumen
ATF3	9606.ENSP00000344352	GO Component	GO:0032991	Protein-containing complex
ATF3	9606.ENSP00000344352	GO Component	GO:0043226	Organelle
ATF3	9606.ENSP00000344352	GO Component	GO:0043227	Membrane-bounded organelle
ATF3	9606.ENSP00000344352	GO Component	GO:0043228	Non-membrane-bounded organelle
ATF3	9606.ENSP00000344352	GO Component	GO:0043229	Intracellular organelle
ATF3	9606.ENSP00000344352	GO Component	GO:0043231	Intracellular membrane-bounded organelle
ATF3	9606.ENSP00000344352	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
ATF3	9606.ENSP00000344352	GO Component	GO:0043233	Organelle lumen
ATF3	9606.ENSP00000344352	GO Component	GO:0070013	Intracellular organelle lumen
ATF3	9606.ENSP00000344352	GO Component	GO:0090575	RNA polymerase II transcription regulator complex
ATF3	9606.ENSP00000344352	GO Component	GO:0110165	Cellular anatomical entity
ATF3	9606.ENSP00000344352	GO Component	GO:0140513	Nuclear protein-containing complex
ATF3	9606.ENSP00000344352	GO Component	GO:1990622	CHOP-ATF3 complex
ATF3	9606.ENSP00000344352	STRING clusters	CL:18395	Mixed, incl. Basic-leucine zipper domain, and MAPK signaling pathway
ATF3	9606.ENSP00000344352	STRING clusters	CL:18396	Mixed, incl. Basic-leucine zipper domain, and MAPK signaling pathway
ATF3	9606.ENSP00000344352	STRING clusters	CL:18397	Mixed, incl. Basic-leucine zipper domain, and Host-pathogen interaction of human coronaviruses - MAPK signaling
ATF3	9606.ENSP00000344352	STRING clusters	CL:18501	Mixed, incl. Basic-leucine zipper domain, and Early growth response, N-terminal
ATF3	9606.ENSP00000344352	STRING clusters	CL:18502	Mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal
ATF3	9606.ENSP00000344352	STRING clusters	CL:18504	Mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal
ATF3	9606.ENSP00000344352	STRING clusters	CL:18506	Response of EIF2AK1 (HRI) to heme deficiency, and Transcription factor AP-1 complex
ATF3	9606.ENSP00000344352	STRING clusters	CL:18527	Response of EIF2AK1 (HRI) to heme deficiency
ATF3	9606.ENSP00000344352	Reactome	HSA-2262752	Cellular responses to stress
ATF3	9606.ENSP00000344352	Reactome	HSA-380994	ATF4 activates genes in response to endoplasmic reticulum  stress
ATF3	9606.ENSP00000344352	Reactome	HSA-381042	PERK regulates gene expression
ATF3	9606.ENSP00000344352	Reactome	HSA-381119	Unfolded Protein Response (UPR)
ATF3	9606.ENSP00000344352	Reactome	HSA-8953897	Cellular responses to stimuli
ATF3	9606.ENSP00000344352	Reactome	HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency
ATF3	9606.ENSP00000344352	Reactome	HSA-9648895	Response of EIF2AK1 (HRI) to heme deficiency
ATF3	9606.ENSP00000344352	Reactome	HSA-9711097	Cellular response to starvation
ATF3	9606.ENSP00000344352	WikiPathways	WP289	Myometrial relaxation and contraction pathways
ATF3	9606.ENSP00000344352	WikiPathways	WP3613	Photodynamic therapy-induced unfolded protein response
ATF3	9606.ENSP00000344352	WikiPathways	WP366	TGF-beta signaling pathway
ATF3	9606.ENSP00000344352	WikiPathways	WP4258	lncRNA in canonical Wnt signaling and colorectal cancer
ATF3	9606.ENSP00000344352	WikiPathways	WP4754	IL-18 signaling pathway
ATF3	9606.ENSP00000344352	WikiPathways	WP5087	Malignant pleural mesothelioma
ATF3	9606.ENSP00000344352	WikiPathways	WP5097	CCL18 signaling pathway
ATF3	9606.ENSP00000344352	WikiPathways	WP516	Hypertrophy model
ATF3	9606.ENSP00000344352	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
ATF3	9606.ENSP00000344352	TISSUES	BTO:0000042	Animal
ATF3	9606.ENSP00000344352	TISSUES	BTO:0000142	Brain
ATF3	9606.ENSP00000344352	TISSUES	BTO:0000146	Brain stem
ATF3	9606.ENSP00000344352	TISSUES	BTO:0000203	Respiratory system
ATF3	9606.ENSP00000344352	TISSUES	BTO:0000227	Central nervous system
ATF3	9606.ENSP00000344352	TISSUES	BTO:0000232	Cerebellum
ATF3	9606.ENSP00000344352	TISSUES	BTO:0000282	Head
ATF3	9606.ENSP00000344352	TISSUES	BTO:0000580	Blood cancer cell
ATF3	9606.ENSP00000344352	TISSUES	BTO:0000583	Bone marrow cancer cell
ATF3	9606.ENSP00000344352	TISSUES	BTO:0000672	Hindbrain
ATF3	9606.ENSP00000344352	TISSUES	BTO:0000673	Metencephalon
ATF3	9606.ENSP00000344352	TISSUES	BTO:0000763	Lung
ATF3	9606.ENSP00000344352	TISSUES	BTO:0000887	Muscle
ATF3	9606.ENSP00000344352	TISSUES	BTO:0001271	Leukemia cell
ATF3	9606.ENSP00000344352	TISSUES	BTO:0001484	Nervous system
ATF3	9606.ENSP00000344352	TISSUES	BTO:0001485	Muscular system
ATF3	9606.ENSP00000344352	TISSUES	BTO:0001489	Whole body
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0005622	Intracellular
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0005634	Nucleus
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0005654	Nucleoplasm
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0005730	Nucleolus
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0031981	Nuclear lumen
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0032991	Protein-containing complex
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0043226	Organelle
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0043229	Intracellular organelle
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0043233	Organelle lumen
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
ATF3	9606.ENSP00000344352	COMPARTMENTS	GOCC:1990622	CHOP-ATF3 complex
ATF3	9606.ENSP00000344352	Monarch	EFO:0004305	Erythrocyte count
ATF3	9606.ENSP00000344352	Monarch	EFO:0004306	Erythrocyte indices
ATF3	9606.ENSP00000344352	Monarch	EFO:0004308	Leukocyte count
ATF3	9606.ENSP00000344352	Monarch	EFO:0004309	Platelet count
ATF3	9606.ENSP00000344352	Monarch	EFO:0004503	Hematological measurement
ATF3	9606.ENSP00000344352	Monarch	EFO:0004509	Hemoglobin measurement
ATF3	9606.ENSP00000344352	Monarch	EFO:0004526	Mean corpuscular volume
ATF3	9606.ENSP00000344352	Monarch	EFO:0004528	Mean corpuscular hemoglobin concentration
ATF3	9606.ENSP00000344352	Monarch	EFO:0004584	Mean platelet volume
ATF3	9606.ENSP00000344352	Monarch	EFO:0004586	Complete blood cell count
ATF3	9606.ENSP00000344352	Monarch	EFO:0004747	Protein measurement
ATF3	9606.ENSP00000344352	Monarch	EFO:0004833	Neutrophil count
ATF3	9606.ENSP00000344352	Monarch	EFO:0004842	Eosinophil count
ATF3	9606.ENSP00000344352	Monarch	EFO:0004872	Inflammatory biomarker measurement
ATF3	9606.ENSP00000344352	Monarch	EFO:0005036	Platelet measurement
ATF3	9606.ENSP00000344352	Monarch	EFO:0005047	Erythrocyte measurement
ATF3	9606.ENSP00000344352	Monarch	EFO:0005090	Basophil count
ATF3	9606.ENSP00000344352	Monarch	EFO:0005091	Monocyte count
ATF3	9606.ENSP00000344352	Monarch	EFO:0005192	Red blood cell distribution width
ATF3	9606.ENSP00000344352	Monarch	EFO:0006514	Alzheimers disease biomarker measurement
ATF3	9606.ENSP00000344352	Monarch	EFO:0006846	Autoimmune disease biomarker
ATF3	9606.ENSP00000344352	Monarch	EFO:0006848	Mental or behavioural disorder biomarker
ATF3	9606.ENSP00000344352	Monarch	EFO:0007707	Cerebral amyloid deposition measurement
ATF3	9606.ENSP00000344352	Monarch	EFO:0007987	Granulocyte count
ATF3	9606.ENSP00000344352	Monarch	EFO:0007988	Myeloid white cell count
ATF3	9606.ENSP00000344352	UniProt Keywords	KW-0025	Alternative splicing
ATF3	9606.ENSP00000344352	UniProt Keywords	KW-0238	DNA-binding
ATF3	9606.ENSP00000344352	UniProt Keywords	KW-0539	Nucleus
ATF3	9606.ENSP00000344352	UniProt Keywords	KW-0597	Phosphoprotein
ATF3	9606.ENSP00000344352	UniProt Keywords	KW-0678	Repressor
ATF3	9606.ENSP00000344352	UniProt Keywords	KW-0804	Transcription
ATF3	9606.ENSP00000344352	UniProt Keywords	KW-0805	Transcription regulation
ATF3	9606.ENSP00000344352	UniProt Keywords	KW-0832	Ubl conjugation
ATF3	9606.ENSP00000344352	UniProt Keywords	KW-1017	Isopeptide bond
ATF3	9606.ENSP00000344352	InterPro	IPR000837	AP-1 transcription factor
ATF3	9606.ENSP00000344352	InterPro	IPR004827	Basic-leucine zipper domain
ATF3	9606.ENSP00000344352	InterPro	IPR046347	Basic-leucine zipper domain superfamily
ATF3	9606.ENSP00000344352	SMART	SM00338	Basic region leucin zipper
CREB3L1	9606.ENSP00000481956	GO Process	GO:0000122	Negative regulation of transcription by RNA polymerase II
CREB3L1	9606.ENSP00000481956	GO Process	GO:0001503	Ossification
CREB3L1	9606.ENSP00000481956	GO Process	GO:0001649	Osteoblast differentiation
CREB3L1	9606.ENSP00000481956	GO Process	GO:0006355	Regulation of transcription, DNA-templated
CREB3L1	9606.ENSP00000481956	GO Process	GO:0006357	Regulation of transcription by RNA polymerase II
CREB3L1	9606.ENSP00000481956	GO Process	GO:0006810	Transport
CREB3L1	9606.ENSP00000481956	GO Process	GO:0006950	Response to stress
CREB3L1	9606.ENSP00000481956	GO Process	GO:0006986	Response to unfolded protein
CREB3L1	9606.ENSP00000481956	GO Process	GO:0007154	Cell communication
CREB3L1	9606.ENSP00000481956	GO Process	GO:0007165	Signal transduction
CREB3L1	9606.ENSP00000481956	GO Process	GO:0009889	Regulation of biosynthetic process
CREB3L1	9606.ENSP00000481956	GO Process	GO:0009890	Negative regulation of biosynthetic process
CREB3L1	9606.ENSP00000481956	GO Process	GO:0009891	Positive regulation of biosynthetic process
CREB3L1	9606.ENSP00000481956	GO Process	GO:0009892	Negative regulation of metabolic process
CREB3L1	9606.ENSP00000481956	GO Process	GO:0009893	Positive regulation of metabolic process
CREB3L1	9606.ENSP00000481956	GO Process	GO:0009966	Regulation of signal transduction
CREB3L1	9606.ENSP00000481956	GO Process	GO:0009968	Negative regulation of signal transduction
CREB3L1	9606.ENSP00000481956	GO Process	GO:0009987	Cellular process
CREB3L1	9606.ENSP00000481956	GO Process	GO:0010033	Response to organic substance
CREB3L1	9606.ENSP00000481956	GO Process	GO:0010468	Regulation of gene expression
CREB3L1	9606.ENSP00000481956	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
CREB3L1	9606.ENSP00000481956	GO Process	GO:0010557	Positive regulation of macromolecule biosynthetic process
CREB3L1	9606.ENSP00000481956	GO Process	GO:0010558	Negative regulation of macromolecule biosynthetic process
CREB3L1	9606.ENSP00000481956	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
CREB3L1	9606.ENSP00000481956	GO Process	GO:0010605	Negative regulation of macromolecule metabolic process
CREB3L1	9606.ENSP00000481956	GO Process	GO:0010629	Negative regulation of gene expression
CREB3L1	9606.ENSP00000481956	GO Process	GO:0010646	Regulation of cell communication
CREB3L1	9606.ENSP00000481956	GO Process	GO:0010648	Negative regulation of cell communication
CREB3L1	9606.ENSP00000481956	GO Process	GO:0010712	Regulation of collagen metabolic process
CREB3L1	9606.ENSP00000481956	GO Process	GO:0010714	Positive regulation of collagen metabolic process
CREB3L1	9606.ENSP00000481956	GO Process	GO:0010941	Regulation of cell death
CREB3L1	9606.ENSP00000481956	GO Process	GO:0016043	Cellular component organization
CREB3L1	9606.ENSP00000481956	GO Process	GO:0016525	Negative regulation of angiogenesis
CREB3L1	9606.ENSP00000481956	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
