"Sample","ssGSEA_Score"
"TCGA-A2-A3XW-01A-11R-A239-07",0.504439258310577
"TCGA-BH-A0DP-11A-12R-A089-07",0.504010239002495
"TCGA-AR-A5QM-01A-11R-A27Q-07",0.503910983206983
"TCGA-BH-A203-11A-42R-A169-07",0.503676484379724
"TCGA-EW-A1J2-01A-21R-A13Q-07",0.50336596008359
"TCGA-E9-A1NH-01A-11R-A14D-07",0.503234761096897
"TCGA-E2-A570-01A-11R-A29R-07",0.503017505797781
"TCGA-A2-A0EN-01A-13R-A084-07",0.502757373210384
"TCGA-BH-A1EO-01A-11R-A137-07",0.502479125489503
"TCGA-A2-A0CP-01A-11R-A034-07",0.502448888668376
"TCGA-B6-A0RN-01A-12R-A084-07",0.502322446575283
"TCGA-A2-A0T4-01A-31R-A084-07",0.502305276047157
"TCGA-EW-A3E8-01B-11R-A24H-07",0.502295239006576
"TCGA-D8-A1JE-01A-11R-A13Q-07",0.502100222951648
"TCGA-E2-A1IN-01A-11R-A13Q-07",0.501969677658013
"TCGA-AR-A24O-01A-11R-A169-07",0.501941907466729
"TCGA-AN-A0AS-01A-11R-A00Z-07",0.501656662118304
"TCGA-E2-A1IG-01A-11R-A144-07",0.501629514549825
"TCGA-A8-A07E-01A-11R-A034-07",0.501115797876135
"TCGA-BH-A8FZ-01A-11R-A352-07",0.501025509352655
"TCGA-BH-A18R-11A-42R-A12D-07",0.500818598316472
"TCGA-D8-A1Y1-01A-21R-A14M-07",0.500473540564708
"TCGA-A2-A0SY-01A-31R-A084-07",0.500315009297006
"TCGA-AR-A1AX-01A-11R-A12P-07",0.500163672422656
"TCGA-EW-A1P4-01A-21R-A144-07",0.500096246086689
"TCGA-AR-A5QQ-01A-11R-A28M-07",0.499979873993426
"TCGA-A2-A4RY-01A-31R-A266-07",0.499963547500701
"TCGA-AO-A0JA-01A-11R-A056-07",0.499916034925601
"TCGA-WT-AB41-01A-11R-A41B-07",0.499380636185234
"TCGA-AO-A0J8-01A-21R-A034-07",0.499321470523553
"TCGA-E9-A1RI-01A-11R-A169-07",0.499271249543551
"TCGA-A2-A0YL-01A-21R-A109-07",0.499265150692249
"TCGA-E9-A226-01A-21R-A157-07",0.499226071094986
"TCGA-AR-A255-01A-11R-A169-07",0.499147137156035
"TCGA-D8-A27M-01A-11R-A16F-07",0.499093544144319
"TCGA-A7-A13H-01A-11R-A22K-07",0.498879819028682
"TCGA-AC-A5EH-01A-11R-A28M-07",0.498782443570582
"TCGA-E9-A1N9-11A-71R-A14D-07",0.498627460610863
"TCGA-S3-AA14-01A-11R-A41B-07",0.49849437338892
"TCGA-C8-A3M7-01A-12R-A21T-07",0.498255881264431
"TCGA-A2-A0CX-01A-21R-A00Z-07",0.498240247149957
"TCGA-E9-A1R5-01A-11R-A14M-07",0.498149275245846
"TCGA-C8-A12K-01A-21R-A115-07",0.498119385941756
"TCGA-B6-A40B-01A-11R-A239-07",0.497993229781385
"TCGA-OL-A66P-01A-11R-A31O-07",0.497763152850212
"TCGA-GM-A2DI-01A-31R-A18M-07",0.49760248509533
"TCGA-D8-A1JK-01A-11R-A13Q-07",0.497575665562768
"TCGA-BH-A0C1-01B-11R-A12D-07",0.49741523318063
"TCGA-A7-A26G-01A-21R-A169-07",0.497365501355553
"TCGA-BH-A0DO-11A-22R-A12D-07",0.497268210086953
"TCGA-E9-A1R0-01A-22R-A16F-07",0.497267429159625
"TCGA-A2-A0T1-01A-21R-A084-07",0.497227419022831
"TCGA-BH-A18V-06A-11R-A213-07",0.497220606894871
"TCGA-AC-A2FB-01A-11R-A17B-07",0.497147419949352
"TCGA-AC-A2QH-01A-11R-A18M-07",0.497061575912638
"TCGA-D8-A1XB-01A-11R-A14D-07",0.496870194651634
"TCGA-A2-A0SV-01A-11R-A084-07",0.496637308379577
"TCGA-AO-A12D-01A-11R-A115-07",0.496267302654344
"TCGA-BH-A0DZ-01A-11R-A00Z-07",0.496001882087128
"TCGA-BH-A0DZ-11A-22R-A089-07",0.495999088124531
"TCGA-A7-A6VX-01A-12R-A33J-07",0.495812484558548
"TCGA-C8-A8HR-01A-11R-A36F-07",0.495791835671317
"TCGA-E2-A10F-01A-11R-A10J-07",0.495405846040458
"TCGA-AR-A2LM-01A-11R-A180-07",0.495329809228763
"TCGA-D8-A27I-01A-11R-A16F-07",0.495185249167096
"TCGA-AC-A2QI-01A-12R-A19W-07",0.49501947065923
"TCGA-AO-A0J9-01A-11R-A034-07",0.494906100353996
"TCGA-A7-A426-01A-22R-A24H-07",0.494728878736175
"TCGA-BH-A0DQ-01A-11R-A084-07",0.494692887487195
"TCGA-C8-A8HQ-01A-11R-A36F-07",0.494669536727951
"TCGA-D8-A4Z1-01A-21R-A266-07",0.494593343494698
"TCGA-B6-A0WY-01A-11R-A109-07",0.494338333957088
"TCGA-BH-A0EB-01A-11R-A034-07",0.49431605517345
"TCGA-D8-A146-01A-31R-A115-07",0.494260678003971
"TCGA-A8-A09Z-01A-11R-A00Z-07",0.494239677924168
"TCGA-EW-A3U0-01A-11R-A22K-07",0.49420079384182
"TCGA-AR-A0U4-01A-11R-A109-07",0.494181769110586
"TCGA-EW-A1OW-01A-21R-A144-07",0.494025268332729
"TCGA-AR-A1AL-01A-21R-A12P-07",0.493975360551585
"TCGA-PE-A5DD-01A-12R-A27Q-07",0.493914489682162
"TCGA-BH-A0HQ-01A-11R-A034-07",0.493796396663647
"TCGA-BH-A18I-01A-11R-A12D-07",0.493764341435906
"TCGA-A7-A0DA-01A-31R-A115-07",0.493736752871416
"TCGA-BH-A0DK-01A-21R-A056-07",0.493475824988364
"TCGA-BH-A0BZ-01A-31R-A12P-07",0.493354202405078
"TCGA-BH-A0BL-01A-11R-A115-07",0.493325347096704
"TCGA-A2-A0EX-01A-21R-A034-07",0.493287769394373
"TCGA-D8-A1XQ-01A-11R-A14M-07",0.492993226639565
"TCGA-BH-A0H3-01A-11R-A12P-07",0.492803552490898
"TCGA-E2-A1LE-01A-12R-A19W-07",0.49262544035333
"TCGA-D8-A73W-01A-22R-A352-07",0.492298366909464
"TCGA-BH-A0HP-01A-12R-A084-07",0.492246390446416
"TCGA-AR-A24T-01A-11R-A169-07",0.492235289183917
"TCGA-E2-A573-01A-11R-A29R-07",0.491947524865043
"TCGA-BH-A0HK-01A-11R-A056-07",0.491770131535633
"TCGA-BH-A0DT-11A-12R-A12D-07",0.49176371178187
"TCGA-A8-A0A7-01A-11R-A00Z-07",0.49166569820274
"TCGA-LL-A5YN-01A-11R-A28M-07",0.491420323866498
"TCGA-LL-A73Y-01A-11R-A33J-07",0.491403335415385
"TCGA-BH-A18G-01A-11R-A12D-07",0.491205475039459
"TCGA-AQ-A0Y5-01A-11R-A14M-07",0.491140358241365
"TCGA-BH-A0HY-01A-11R-A056-07",0.491132594568729
"TCGA-B6-A0RP-01A-21R-A084-07",0.491099128622122
"TCGA-OL-A5RY-01A-21R-A28M-07",0.491045865585918
"TCGA-BH-A0BD-01A-11R-A034-07",0.490935923824438
"TCGA-D8-A27L-01A-11R-A16F-07",0.490848605564293
"TCGA-E2-A152-01A-11R-A12D-07",0.490777593167753
"TCGA-BH-A0HF-01A-11R-A056-07",0.490758555258518
"TCGA-EW-A1PG-01A-11R-A144-07",0.490556629942101
"TCGA-Z7-A8R5-01A-42R-A41B-07",0.490518512242439
"TCGA-GM-A2DL-01A-11R-A18M-07",0.490394808817335
"TCGA-AO-A0JJ-01A-11R-A056-07",0.49037263012787
"TCGA-E2-A15M-01A-11R-A12D-07",0.490226802169662
"TCGA-A2-A4S2-01A-12R-A266-07",0.490113387862704
"TCGA-EW-A1OV-01A-11R-A144-07",0.49008676343725
"TCGA-BH-A0H7-11A-13R-A089-07",0.489977600271515
"TCGA-B6-A0I2-01A-11R-A034-07",0.489896552532688
"TCGA-BH-A0DX-01A-11R-A115-07",0.489896164129599
"TCGA-A8-A0A4-01A-11R-A00Z-07",0.489882650688985
"TCGA-BH-A18K-11A-13R-A12D-07",0.489869439910393
"TCGA-S3-AA10-01A-21R-A41B-07",0.489854193123957
"TCGA-AC-A3W7-01A-11R-A22K-07",0.489814599719176
"TCGA-BH-A18Q-11A-34R-A12D-07",0.489695224192031
"TCGA-BH-A0C3-11A-23R-A12P-07",0.489289500339094
"TCGA-PE-A5DE-01A-11R-A27Q-07",0.489240954776239
"TCGA-E2-A1B1-01A-21R-A12P-07",0.489207792341431
"TCGA-GM-A2DK-01A-21R-A180-07",0.48905787147718
"TCGA-A8-A0A1-01A-11R-A00Z-07",0.489013952457141
"TCGA-AC-A62X-01A-11R-A29R-07",0.488979580608211
"TCGA-A1-A0SE-01A-11R-A084-07",0.488740480223881
"TCGA-AC-A5XS-01A-11R-A29R-07",0.488506624694829
"TCGA-C8-A12N-01A-11R-A115-07",0.488199196761017
"TCGA-GM-A2DA-01A-11R-A18M-07",0.488170342902625
"TCGA-E9-A2JT-01A-22R-A18M-07",0.488142875320307
"TCGA-BH-A0B3-01A-11R-A056-07",0.488015538314932
"TCGA-BH-A0W7-01A-11R-A115-07",0.487833800269539
"TCGA-AC-A2FF-11A-13R-A17B-07",0.487651449418114
"TCGA-B6-A0RU-01A-11R-A084-07",0.487448820039309
"TCGA-AO-A12C-01A-11R-A10J-07",0.487320789335898
"TCGA-C8-A131-01A-11R-A115-07",0.487219580969865
"TCGA-BH-A0DG-01A-21R-A12P-07",0.487149728663172
"TCGA-AO-A0JM-01A-21R-A056-07",0.48710720406845
"TCGA-PL-A8LZ-01A-31R-A36F-07",0.486989023461845
"TCGA-A7-A26H-01A-11R-A169-07",0.486977007705909
"TCGA-GM-A5PX-01A-12R-A28M-07",0.486843842422492
"TCGA-A8-A093-01A-11R-A00Z-07",0.486648230366264
"TCGA-D8-A3Z6-01A-11R-A239-07",0.486622003493334
"TCGA-AR-A24Q-01A-12R-A169-07",0.486588239923026
"TCGA-BH-A1FB-11A-33R-A13Q-07",0.486534060756621
"TCGA-D8-A1JL-01A-11R-A13Q-07",0.486486896680288
"TCGA-A7-A5ZX-01A-12R-A29R-07",0.486483517078161
"TCGA-E9-A1N5-01A-11R-A14D-07",0.486436164657807
"TCGA-BH-A0DV-11A-22R-A12P-07",0.486416250332182
"TCGA-A8-A06P-01A-11R-A00Z-07",0.486352000811204
"TCGA-LL-A5YM-01A-11R-A28M-07",0.486334599638798
"TCGA-BH-A0E0-11A-13R-A089-07",0.486291607486402
"TCGA-AC-A3TM-01A-11R-A22K-07",0.486171748893345
"TCGA-D8-A1XT-01A-11R-A14M-07",0.48588551002035
"TCGA-OL-A66J-01A-11R-A29R-07",0.485759211601106
"TCGA-AC-A2FE-01A-11R-A19W-07",0.485708510977259
"TCGA-E2-A1IH-01A-11R-A13Q-07",0.485307510916363
"TCGA-E9-A3QA-01A-61R-A22K-07",0.485148797691183
"TCGA-BH-A1EV-01A-11R-A137-07",0.485144818575223
"TCGA-BH-A208-11A-51R-A157-07",0.485141579174639
"TCGA-BH-A0HI-01A-11R-A084-07",0.484782465697675
"TCGA-C8-A132-01A-31R-A115-07",0.484692285553363
"TCGA-GM-A2DD-01A-11R-A180-07",0.484566694367689
"TCGA-A7-A5ZV-01A-11R-A28M-07",0.484562019046549
"TCGA-A2-A3KC-01A-11R-A213-07",0.484371531147146
"TCGA-BH-A0E9-01B-11R-A115-07",0.484330753918466
"TCGA-LL-A6FQ-01A-11R-A31O-07",0.484230618573293
"TCGA-A2-A04Q-01A-21R-A034-07",0.484207282860561
"TCGA-GM-A3XG-01A-31R-A24H-07",0.484199767660623
"TCGA-A2-A4RW-01A-21R-A266-07",0.483876850715345
"TCGA-BH-A18J-01A-11R-A12D-07",0.483866142330264
"TCGA-A2-A25F-01A-11R-A169-07",0.483862889716324
"TCGA-AO-A0JG-01A-31R-A084-07",0.483859677135608
"TCGA-BH-A0DE-01A-11R-A115-07",0.4835368997065
"TCGA-A2-A0EM-01A-11R-A034-07",0.4834535400564
"TCGA-GM-A2DN-01A-11R-A180-07",0.483389005001479
"TCGA-D8-A1XO-01A-11R-A14M-07",0.483307103943113
"TCGA-OK-A5Q2-01A-11R-A27Q-07",0.483270618379353
"TCGA-AR-A2LH-01A-31R-A18M-07",0.482946897469382
"TCGA-LD-A7W5-01A-22R-A352-07",0.482828416827237
"TCGA-D8-A1JH-01A-11R-A13Q-07",0.48247997143044
"TCGA-D8-A1XU-01A-11R-A14M-07",0.482428872224105
"TCGA-BH-A18M-01A-11R-A12D-07",0.482278484314425
"TCGA-AN-A0XO-01A-11R-A109-07",0.482109860207739
"TCGA-BH-A1FU-01A-11R-A14D-07",0.482098322072192
"TCGA-B6-A1KI-01A-11R-A14M-07",0.482082853170832
"TCGA-AN-A04A-01A-21R-A034-07",0.482034885668586
"TCGA-BH-A0BC-01A-22R-A084-07",0.481969714357192
"TCGA-BH-A0W4-01A-11R-A109-07",0.481928216455565
"TCGA-A8-A08X-01A-21R-A00Z-07",0.481621791343993
"TCGA-A8-A09D-01A-11R-A00Z-07",0.481522675670109
"TCGA-AR-A24M-01A-11R-A169-07",0.481465985241008
"TCGA-BH-A1FB-01A-11R-A13Q-07",0.481459902430327
