"GeneID","Con_1","Con_2","Con_3","DMEM_1","DMEM_2","DMEM_3","I6_1","I6_2","I6_3","R2_1","R2_2","R2_3","logFC","Pvalue","FDR"
"SLC4A4",0.62,0.62,0.4,1.27,1.23,1.21,1.62,1.52,1.52,1,1,1.04,-0.619735413,0.075419414,0.075419414
"SLC25A3",166.51,164.39,164.39,148.57,150.88,144.48,145.88,145.88,145.54,161.17,168.88,165.39,0.211755031,0.003034666,0.003034666
"NBEAL1",0.74,0.74,0.57,1.48,1.48,1.42,1.21,1.21,1.21,0.84,0.72,0.84,-0.647910222,0.128908406,0.128908406
"RAF1",45.77,45.77,45.72,47.91,48.54,48.54,54.16,52.22,51.32,51.69,51.1,51.1,-0.005573485,0.930805656,0.930805656
"ECHDC2",10.15,10.29,10.29,9.57,9.75,9.57,8.07,8.9,10.03,7.55,7.94,7.94,0.131896432,0.48731329,0.48731329
"HNRNPA3",31.72,31.72,31.5,48.08,45.42,50.23,45.55,45.98,46.59,43.41,36.14,40.32,-0.406409435,4.47e-08,4.47e-08
"MSH5-2",1.7,1.7,1.42,1.54,1.56,1.56,0,0,0,2.35,0.7,1.2,0.274209224,0.479297841,0.479297841
"FOXO3",4.14,4.51,3.62,5.52,5.55,5.55,6.35,6.35,6.39,4.9,4.9,4.87,-0.381732317,0.001059226,0.001059226
"PRR3",2.61,3.32,4.43,3.72,3.72,3.67,3.23,3.09,3.52,1.7,2.78,2.19,-0.041443299,0.890837767,0.890837767
"PITX2",1.1,1.1,1.1,0.99,0.99,0.94,1.92,1.92,1.92,1.09,0.93,0.81,0.13027569,0.74343508,0.74343508
"FMNL2",5.98,8.46,7.06,10.34,10.14,10.34,11.02,11.35,10.79,9.49,8.19,8.68,-0.500081075,2.27e-05,2.27e-05
"DIO1",0.04,0.08,0.04,0.07,0.12,0.21,0.13,0.13,0.13,0.15,0.15,0.15,-1.740099763,0.305871703,0.305871703
"EXOC8",3.23,3.28,3.28,5.73,5.15,6.19,5.48,5.2,5.97,4.48,4.48,4.48,-0.575162865,0.000167726,0.000167726
"TRIM39-RPP21-3",0,0,0,0,0,0,0,0,0,0,0,0,-3.086174066,0.435412834,0.435412834
"SURF1",18.12,18.12,17.96,14.07,14.07,13.69,10.75,12.39,13.96,14.58,15.3,14.58,0.536735125,0.001954781,0.001954781
"SLC5A11",0.06,0.03,0.06,0.01,0.01,0.02,0.4,0.21,0.21,0.01,0.01,0.01,4.10198281,0.109388604,0.109388604
"ZPR1",48.96,49.75,49.75,41.81,41.81,41.74,62.33,57.52,52.81,46.96,63.17,55.15,0.081445517,0.181135925,0.181135925
"PRPF31-3",5.77,6.04,6.43,6.01,5.93,6.01,5.58,5.58,5.66,6.36,6.18,6.06,0.074722799,0.669552224,0.669552224
"BAZ2B",0.82,0.92,0.82,1.21,1.07,1.42,1.11,1.11,1.13,1.15,0.58,0.77,-0.823768424,0.006609391,0.006609391
"OR2M4",0.06,0.12,0.06,0.03,0.03,0.03,0.06,0.05,0.05,0.01,0.01,0.01,1.157587387,0.326077483,0.326077483
"KLHL33-2",0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,3.208475368,0.418455893,0.418455893
"FKBP1B",0.52,0.52,0.52,0.51,0.38,0.28,0.36,0.22,0.14,0.5,0.14,0.26,0.211050095,0.841602758,0.841602758
"CCR4",0,0,0,0.03,0.03,0.03,0,0,0,0.03,0.03,0.03,1.072345599,0.730426203,0.730426203
"TSC22D2",2.26,3.23,2.62,3.67,3.03,4.17,4.07,4.13,4.21,3.09,3.09,3.1,-0.430610126,0.004852535,0.004852535
"RWDD3-DT",0,0,0,0.13,0.22,0.13,0.04,0.04,0.06,0,0,0,-0.769155493,0.686207171,0.686207171
"UBL4A",60.62,51.99,56.93,47.46,47.46,47.46,46.31,46.48,46.8,49.59,49.52,49.59,0.359917707,0.000547834,0.000547834
"ZNF491",0.37,0.37,0.29,0.46,0.57,0.4,0.45,0.38,0.26,0.23,0.26,0.26,0.023450345,0.965589749,0.965589749
"SMN1-2",34.54,20.77,29.46,24.73,28.89,20.34,32.19,28.57,25.83,21.3,28.02,23.98,0.376491482,0.117710443,0.117710443
"MYO1G",0.27,0.3,0.3,0.12,0.17,0.22,0.37,0.37,0.37,0.28,0.28,0.29,1.043304556,0.12076888,0.12076888
"LMCD1",3.25,2.93,2.68,3.78,3.68,3.68,2.81,2.74,2.81,2.99,3.1,2.99,-0.054376251,0.714656424,0.714656424
"DYNC1LI1",27.49,28.73,28.73,37.83,36.38,39.09,40.52,39.47,38.8,35.85,31.38,33.61,-0.266215928,0.000773227,0.000773227
"SGSM3",21.36,18.79,19.94,15.9,15.9,16.23,15.52,16.13,16.68,14.61,15.12,15.12,0.45096678,8.63e-05,8.63e-05
"DPP4",0.23,0.23,0.23,0.41,0.53,0.26,0.32,0.32,0.32,0.15,0.15,0.13,-1.066685664,0.105782861,0.105782861
"MMP15",3.01,3.01,3.01,2.52,2.57,2.57,2.13,2.2,2.3,2.43,2.81,2.68,0.231524251,0.210575979,0.210575979
"UNC119",27.78,25.91,30.46,23.46,24.72,21.56,22.25,22.31,22.31,21.79,21.7,21.79,0.358810288,0.010180135,0.010180135
"SLC25A19",15.25,16.98,17.95,12.67,14.43,11.86,13.99,14.56,13.51,14.15,14.37,14.37,0.421896143,0.003505864,0.003505864
"TMEM259",78.35,76.69,76.69,59.25,59.25,59.8,61.85,61.85,62.19,63.32,66.42,65.38,0.427301754,7.63e-05,7.63e-05
"ISYNA1",2.91,2.16,2.5,1.8,1.9,1.62,1.68,1.83,1.9,1.9,1.95,1.9,0.574686071,0.035397932,0.035397932
"FXYD6",0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,-1.761845851,0.576406602,0.576406602
"CPSF4",47.11,44.6,44.6,34.52,34.84,34.3,35.97,35.97,36.14,36.49,36.17,36.17,0.397209341,0.000491431,0.000491431
"RBBP6",3.54,4.01,4.01,7.77,7.77,8.08,7.14,7.19,7.19,5,5.81,5.28,-0.740322372,1e-05,1e-05
"ZNF131",5.29,5.29,4.46,8.46,8.03,9.39,8.09,8.11,8.11,7.92,5.76,7.05,-0.452362487,0.038443621,0.038443621
"RAB5IF",438.44,438.44,434.13,341.45,356.37,327.24,348.14,347.05,346.41,381.39,406.17,396.08,0.460026163,2.8e-11,2.8e-11
"XKR3",0,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0.936861124,0.817093369,0.817093369
"IHO1",0,0,0,0,0,0,0,0,0,0,0,0,1.898634129,0.639269758,0.639269758
"TMEM164",16.77,17.04,16.77,14.81,14.81,14.8,17.57,17.1,16.51,16.8,17.93,17.57,0.218205242,0.003808851,0.003808851
"FAM110A",9.21,8.63,9.21,8.35,8.56,8.11,7.24,7.57,7.92,8.56,8.08,8.39,0.313788823,0.079953553,0.079953553
"PHETA2-3",0.1,0.1,0.17,0.06,0.04,0.04,0.09,0.07,0.07,0.06,0.06,0.08,2.087416923,0.357069836,0.357069836
"MTCH2-2",26.25,26.25,26.25,23.63,23.63,23.16,26.64,25.28,23.44,28.07,32.14,29.88,0.032748785,0.731604576,0.731604576
"CRACR2B",4.97,4.88,4.97,3.34,3.84,2.86,2.98,3.35,3.69,3.66,3.78,3.78,0.691016761,0.005719794,0.005719794
"PBX2-7",4.53,4.53,4.53,4.4,4.4,4.3,5.78,5.78,5.68,2.92,3.06,3.06,-0.180399896,0.435206981,0.435206981
"ERV3-1",3.54,3.54,3.54,1.26,1.11,1.26,0.85,0.85,0.64,2.48,2.48,2.48,0.179983809,0.748197598,0.748197598
"CALM1",70.75,78.97,75.44,94.31,93.83,94.96,96.5,95.78,95.24,95.03,86.6,90.58,-0.253139472,9.23e-08,9.23e-08
"TMEM106A",3.1,3.1,3.21,3.11,2.91,2.6,3.14,3.14,3.14,2.93,2.93,2.93,0.175764665,0.387881181,0.387881181
"MAGEA2B",1.09,1.09,1.11,0.89,0.89,0.89,0.88,0.93,0.91,0.98,1.49,1.33,0.318711453,0.436944355,0.436944355
"RBM8A",37.01,41.4,39.18,48.12,48.57,47.92,47.67,47.67,47.67,45.96,45.1,45.96,-0.228334062,2.67e-05,2.67e-05
"FBXO10",3.16,3.16,3.22,3.04,2.73,2.94,2.97,2.71,3.23,3.07,3.07,3.07,0.260659764,0.150935504,0.150935504
"APCDD1L-DT",2.54,3.03,1.46,1.96,1.98,1.98,1.92,1.92,1.92,2.06,2.06,2.22,0.143847962,0.724811805,0.724811805
"PDCL3",27.38,24.09,30.24,34.78,31.05,36.72,31.26,31.61,31.89,31.68,26.27,29.76,-0.23498688,0.133467624,0.133467624
"ZNF707",2.82,2.38,3.79,2.69,2.53,2.69,3.8,3.8,3.93,3.57,4.1,3.88,0.085436029,0.768326024,0.768326024
"FAM222B",7.28,6.16,6.63,7.43,7.64,7.5,7.72,7.24,6.39,7.7,6.51,6.91,-0.078682921,0.532547986,0.532547986
"PANO1",0.54,0.52,0.57,0.53,0.65,0.37,0.7,0.7,0.62,0.45,0.41,0.49,0.164022903,0.797191941,0.797191941
"UGT3A1",0,0,0,0,0,0,0,0,0,0,0,0,1.13719805,0.780480655,0.780480655
"SUSD5",3.32,3.74,3.03,4.35,4.32,4.32,4.58,4.62,4.58,4.02,3.76,3.88,-0.270923152,0.050209446,0.050209446
"CXCR4",0.51,0.77,0.77,1,1.09,0.85,1.04,1.11,1.04,1.27,1.27,1.27,0.138600095,0.811009091,0.811009091
"SLC35F2",25.04,27.29,28.4,32.46,31.77,33.41,33.16,33.7,33.49,35.35,32.96,34.07,-0.19722867,0.017313847,0.017313847
"KIF2C",64.77,65.65,64.77,69.22,69.74,69.74,70.66,70.66,71.18,77.1,77.81,77.1,-0.042340269,0.452682453,0.452682453
"RNF220",49.21,49.21,48.14,39.92,41.76,38.82,46.47,45.17,42.81,47.71,47.71,47.71,0.380331297,1.38e-05,1.38e-05
"DYRK3",3.53,3.53,3.38,4.8,4.73,4.73,4.9,4.71,4.4,4.47,4.02,4.21,-0.214432092,0.211439559,0.211439559
"ATRNL1",3.85,3.62,4.13,3.7,4.29,4.58,4.55,4.55,4.29,3.76,3.68,3.68,-0.060733167,0.750335462,0.750335462
"MCM7",234.77,231.14,234.77,215.05,215.43,215.05,213.82,214.36,214.36,225.46,245.85,232.98,0.244046036,0.00083436,0.00083436
"LRIG1",3.76,3.84,3.84,4.78,4.78,4.8,4.83,5.92,5.37,4.75,4.69,4.75,-0.073757048,0.664873957,0.664873957
"EIF5A-2",568.79,568.79,579.75,464.36,471.27,452.84,468.16,468.16,467.26,515.84,535.19,526.73,0.357049533,1.22e-05,1.22e-05
"HCN2",0.77,0.75,0.75,0.58,0.56,0.54,0.57,0.57,0.57,0.59,0.9,0.77,0.409887493,0.255596138,0.255596138
"VAC14",26.49,22.9,24.77,22.34,22.34,22.3,23.03,22.71,23.25,22.74,22.42,21.87,0.182808746,0.035406141,0.035406141
"PLAAT2",1.51,1.75,1.31,1.04,1.43,1.2,1.14,1.14,1.09,0.92,0.99,0.92,0.422331976,0.506996439,0.506996439
"WDR45B",73.26,74.84,74.84,78.55,78.55,78.26,80.68,80.72,80.72,96.3,83.26,89.67,0.015979485,0.769725392,0.769725392
"GIT2",12.18,12.62,12.18,14.96,14.96,14.81,13.67,14.09,14.35,13.61,13.7,13.7,-0.301159334,0.000253526,0.000253526
"CRISPLD2",4.52,4.52,4.52,5.04,4.87,5.25,4.76,4.18,3.8,5.22,4.65,4.98,-0.116614588,0.389142978,0.389142978
"DHCR24-DT",0.09,0.1,0.09,0.08,0.09,0.09,0.02,0.02,0.02,0.12,0.12,0.12,-0.499163034,0.669167865,0.669167865
"HSD17B7",6.66,7.83,5.73,6.97,6.74,6.3,6.4,6.16,6.4,7.17,7.91,7.46,0.065937153,0.727823533,0.727823533
"RHPN1",1.75,1.18,1.4,1.31,1.31,1.3,1.1,0.99,0.92,1,0.99,0.97,0.31072485,0.269556044,0.269556044
"CALD1",11.25,11.42,11.42,23.71,23.73,23.73,18.77,18.5,19.4,17.5,17.5,17.5,-0.70862308,1.99e-08,1.99e-08
"SPATA1",0.07,0.07,0.07,0.15,0.15,0.17,0,0,0,0.03,0.06,0.03,0.112467749,0.945746106,0.945746106
"ANK2",1.3,1.67,1.11,2.43,2.43,2.5,2.51,2.51,2.51,1.64,1.63,1.64,-0.607353639,0.000419869,0.000419869
"PTGR1",59.59,57.55,60.86,67.36,67.36,67.36,62.58,61.7,59.75,59.58,62.27,60.94,-0.113055324,0.135840876,0.135840876
"GBP3",11.05,17.61,13.48,22.21,22.21,22.21,21.81,21.55,21.02,17.92,13.03,15.13,-0.595398546,9.12e-05,9.12e-05
"SMC6",3.06,3.06,2.81,5.53,5.47,5.39,5.14,5.14,5.14,4.75,2.97,3.64,-0.384129467,0.201774248,0.201774248
"DNAH2",2.15,2.15,1.94,2.54,2.54,2.54,2.43,2.39,2.39,2.66,2.47,2.56,-0.040576825,0.775173603,0.775173603
"STARD3",46.27,36.57,39.81,30.47,31.69,32.49,32.79,32.79,32.79,32.4,31.74,32.4,0.367947704,0.000174159,0.000174159
"ZNF501-2",0.28,0.28,0.28,0.46,0.46,0.54,0.41,0.41,0.4,0.21,0.21,0.14,-0.159438185,0.804910821,0.804910821
"RPS18-5",992.15,835.88,892.4,719.63,751.05,685.42,678.7,681.99,685.99,784.99,778.86,782.04,0.46392701,5.58e-06,5.58e-06
"USP31",1.99,3.38,2.48,3.31,3.31,3.38,2.97,3.02,2.97,2.77,2.77,2.73,-0.460998401,0.045960964,0.045960964
"SEMA4C",8.66,8.4,7.86,8.02,7.23,7.72,7.51,7.28,6.81,8.13,8.17,8.17,0.308634909,0.006538008,0.006538008
"MSH3",2.82,3.84,3.37,4.53,4.54,4.54,5.19,5.07,5.07,3.57,3.57,3.5,-0.497742979,0.003801826,0.003801826
"ANKRD20A1",0.06,0.16,0.1,0.09,0.05,0.11,0.15,0.13,0.13,0.06,0.06,0.06,0.533812899,0.57922684,0.57922684
"CD109",0.01,0.01,0.01,0.03,0.04,0.03,0.05,0.02,0.02,0.03,0.03,0.03,-0.330146481,0.827853836,0.827853836
"MOCS2",18.56,18.56,18.56,20.1,20.05,20.1,19.37,19.43,19.43,21.57,18.5,20.17,-0.04329292,0.571141951,0.571141951
"TMEM223",33.79,26.97,29.89,21.52,20.54,22.02,23.39,22.3,20.18,23.58,20.61,21.99,0.585477274,7.88e-05,7.88e-05
"MTMR3",2.83,3.37,3.09,3.76,3.68,3.81,3.3,3.44,3.64,4.32,3.61,3.92,-0.204786083,0.046252112,0.046252112
"HMGN5",1.33,0.85,1.67,1.14,1.14,1.18,1.22,0.75,0.51,1.14,1.19,1.14,0.099126536,0.806886385,0.806886385
"ARHGAP11B-DT-4",0.11,0.11,0.05,0.08,0.07,0.07,0.07,0.07,0.05,0.09,0.09,0.09,3.592536177,0.081823315,0.081823315
"SNHG12",9.96,10.42,10.69,12.61,10.87,13.68,11.3,9.86,10.67,12.24,12,12.24,-0.14871402,0.453034565,0.453034565
"PLXNA1",47.1,47.1,47.1,44.67,43.24,45.78,41.11,41.16,41.11,40.19,40.4,40.3,0.10168299,0.291159877,0.291159877
"MBOAT7",90.78,85.88,85.88,67.42,67.38,67.42,73.49,71.86,70.36,66.8,64.06,64.92,0.382483091,0.000884622,0.000884622
"ITGA11",0.01,0.01,0.01,0,0,0,0,0,0,0.01,0.01,0.01,-0.829494329,0.678411796,0.678411796
"RGS18",0,0,0,0,0,0,0,0,0,0,0,0,1.13719805,0.780480655,0.780480655
"DYNLT3",14.5,15.54,12.29,16.07,15.76,15.93,15.59,17.4,16.84,14.87,10.04,13.05,-0.093310791,0.433073903,0.433073903
"TNFRSF10D",9.35,12.22,11.23,12.4,12.37,12.4,13.23,13.35,13.35,12.94,14.11,13.54,-0.118777733,0.285505838,0.285505838
"DOCK9",7.38,7.93,7.93,14.46,14.19,14.46,13.38,14.16,14.5,12.51,9.96,11.54,-0.683303836,8e-09,8e-09
"GRK4",2.13,2.13,2.03,2.18,2.23,2.18,2.25,2.54,2.72,2.69,2.62,2.69,0.099844535,0.572601498,0.572601498
"MAN2A2",8.74,8.74,9.1,8.41,9.06,8.81,9.94,9.79,9.79,9.79,10.36,10.15,0.009714648,0.904775978,0.904775978
"MAP1LC3C",0.16,0.55,0.35,0.3,0.3,0.3,0.05,0.05,0.05,0.15,0.15,0.15,-0.160898699,0.883830094,0.883830094
"SHQ1",7.28,7.28,7.22,10.64,10.64,10.54,11.06,11.06,11.14,9.93,9.39,9.72,-0.403736333,0.000501341,0.000501341
"MATR3",26.61,26.61,26.22,43.63,42.83,44.52,39.57,39.57,39.68,32.45,25.33,28.78,-0.41728157,0.003579677,0.003579677
"SLC2A4RG",90.88,86.35,86.35,58.61,60,57.91,58.31,59.28,60.7,61.35,61.68,61.35,0.590476612,3.98e-07,3.98e-07
"CALHM1",0.1,0.1,0.14,0,0,0,0.05,0.05,0.05,0.02,0.05,0.02,5.087926496,0.013332292,0.013332292
"TTC28",1.13,1.49,1.24,1.68,1.71,1.76,1.7,1.7,1.71,1.54,1.6,1.63,-0.335881032,0.017242876,0.017242876
"CDKN2D",43.42,40.9,44.62,36.17,33.06,38.83,39.61,40.03,40.03,38.05,37.03,37.03,0.340210238,0.00515196,0.00515196
"RIC8B",3.9,4.15,3.9,5.22,4.07,6.3,5.98,5.98,5.85,3.09,4.72,3.63,-0.307303745,0.123525066,0.123525066
"SNRNP48",3.38,3.38,3.08,5.7,5.7,5.85,5.61,5,4.45,3.75,3.36,3.57,-0.367462943,0.062314192,0.062314192
"TP53TG3C",0,0,0,0.04,0.04,0.04,0,0,0,0,0,0,-0.684262699,0.85479372,0.85479372
"ERI1",2.63,2.63,2.58,5.85,5.03,5.51,4.5,4.47,4.5,4.92,3.24,4.09,-0.702866008,0.000553685,0.000553685
"DDX55",11.85,12.05,11.85,13.8,14.77,15.56,14.67,15.06,15.06,13.14,13.48,13.48,-0.204020599,0.060515872,0.060515872
"DNAJA2",33.84,33.84,34.61,41.63,41.53,41.63,39.15,39.15,38.66,40.69,36.88,39.48,-0.316818394,0.000511176,0.000511176
"PCNX2",3.34,3.44,3.34,4.07,4.07,4.16,4.75,4.14,3.59,3.63,3.66,3.66,-0.193199975,0.127422195,0.127422195
"TECPR2",5.89,5.9,5.9,5.61,5.61,5.59,5.57,5.73,5.9,6.93,6.93,6.93,0.10928535,0.237575496,0.237575496
"MRPL44",20.5,21.47,21.17,21.19,21.69,21.19,22.53,23.39,24.92,22,22.27,22.27,0.094460334,0.368856362,0.368856362
"CHMP7",23.64,26.49,28.08,25.12,25.12,25.02,25.95,25.95,25.95,26.38,26.61,26.23,0.177634911,0.033347661,0.033347661
"FGFBP1",0.27,0.35,0.2,0.3,0.41,0.49,0.35,0.35,0.59,0.22,0.6,0.48,-0.477592097,0.569278823,0.569278823
"MAP4K2",5.65,5.65,5.65,4.52,4.38,4.25,4.01,4.46,4.67,3.89,4.13,4.04,0.365550067,0.017097165,0.017097165
"RGS22",0,0,0,0.04,0.04,0.04,0.02,0.02,0.02,0,0,0,-1.682606339,0.593519599,0.593519599
"USP27X",0.96,1.23,0.76,1.46,1.47,1.46,1.55,1.67,1.87,1.08,1.64,1.41,-0.489339755,0.103705316,0.103705316
"IPO8",8.84,8.84,8.68,14.82,14.86,14.86,14.11,14.39,14.25,13.11,8.6,10.74,-0.534871418,5.73e-06,5.73e-06
"CCDC12",59.44,57.58,61.12,60.81,60.81,61.51,58.86,58.86,58.86,57.72,63.83,61.26,0.088702224,0.403258318,0.403258318
"HDHD3",19.02,15.83,22.13,12.1,13.08,13.98,14.19,14.31,14.19,16.22,16.22,16.22,0.619663361,0.000555801,0.000555801
"TYRO3",7.1,7.1,7.28,5.38,5.49,5.29,4.97,4.94,4.97,5.76,6.25,6,0.434144436,0.001728413,0.001728413
"IRAK3",0.37,0.55,0.46,0.72,0.67,0.72,0.73,0.73,0.79,0.56,0.39,0.46,-0.632087329,0.01772198,0.01772198
"CAMSAP3",0.57,0.35,0.45,0.32,0.41,0.28,0.31,0.31,0.31,0.26,0.33,0.29,0.522801046,0.257222096,0.257222096
"CYP2D6-4",0,0,0,0,0,0,0,0,0,0,0,0,-0.786355302,0.847184675,0.847184675
"CNOT1",14.63,17.39,15.95,25.5,24.18,26.28,25.49,25.49,25.67,22.93,19.28,21.2,-0.559279716,3.25e-14,3.25e-14
