GeneID,logFC,Pvalue,FDR,Up/Down-Regulation,Gene_name
LOC105372842,-0.267700491,0.857555177,0.857555177,*,LOC105372842
LOC105372853,0.918290647,0.821944146,0.821944146,*,LOC105372853
LOC105372857,0.550946425,0.798389756,0.798389756,*,LOC105372857
LOC105372859,1.75409309,0.664418947,0.664418947,*,LOC105372859
LOC105372861,0.918290647,0.821944146,0.821944146,*,LOC105372861
LOC105372862,0.918290647,0.821944146,0.821944146,*,LOC105372862
LOC105372879,0.447794036,0.881776815,0.881776815,*,LOC105372879
LOC105372884,-1.509353598,0.649508841,0.649508841,*,LOC105372884
LOC105372902,1.1887745,0.555287223,0.555287223,*,LOC105372902
LOC105372906,-0.203115908,0.891373212,0.891373212,*,LOC105372906
LOC105372916,-1.005262704,0.805404059,0.805404059,*,LOC105372916
LOC105372923,-0.043482025,0.991497804,0.991497804,*,LOC105372923
LOC105372952,-0.994573475,0.358557793,0.358557793,*,LOC105372952
LOC105372981,0.918290647,0.821944146,0.821944146,*,LOC105372981
LOC105372988,2.410477663,0.546157945,0.546157945,*,LOC105372988
LOC105372990,2.336228069,0.559038019,0.559038019,*,LOC105372990
LOC105372997,-1.005262704,0.805404059,0.805404059,*,LOC105372997
LOC105373017,-0.108553739,0.951353853,0.951353853,*,LOC105373017
LOC105373020,-1.005262704,0.805404059,0.805404059,*,LOC105373020
LOC105373024,-2.915185191,0.407394152,0.407394152,*,LOC105373024
LOC105373032,0.918290647,0.821944146,0.821944146,*,LOC105373032
LOC105373032-2,0.918290647,0.821944146,0.821944146,*,LOC105373032
LOC105373041,-1.311777811,0.349806309,0.349806309,*,LOC105373041
LOC105373042,-0.380950615,0.877133925,0.877133925,*,LOC105373042
LOC105373043,0.188739681,0.87137678,0.87137678,*,LOC105373043
LOC105373044,0.918290647,0.821944146,0.821944146,*,LOC105373044
LOC105373046,-1.209220128,0.583952227,0.583952227,*,LOC105373046
LOC105373058,-0.503032403,0.838381014,0.838381014,*,LOC105373058
LOC105373059,0.522300813,0.775617556,0.775617556,*,LOC105373059
LOC105373064,-4.492227491,0.03489747,0.03489747,Down,LOC105373064
LOC105373069,-0.976218997,0.725959673,0.725959673,*,LOC105373069
LOC105373071,-1.034882009,0.795850555,0.795850555,*,LOC105373071
LOC105373077,0.029595722,0.96932046,0.96932046,*,LOC105373077
LOC105373096,-1.879573847,0.641745938,0.641745938,*,LOC105373096
LOC105373119,-0.043482025,0.991497804,0.991497804,*,LOC105373119
LOC105373124,-1.005262704,0.805404059,0.805404059,*,LOC105373124
LOC105373131,-1.005262704,0.805404059,0.805404059,*,LOC105373131
LOC105373142,1.75409309,0.664418947,0.664418947,*,LOC105373142
LOC105373170,-1.996874091,0.620212066,0.620212066,*,LOC105373170
LOC105373171,-1.939105817,0.630783075,0.630783075,*,LOC105373171
LOC105373178,-1.828313995,0.651239241,0.651239241,*,LOC105373178
LOC105373180,0.918290647,0.821944146,0.821944146,*,LOC105373180
LOC105373191,0.543494066,0.848592836,0.848592836,*,LOC105373191
LOC105373193,0.820866495,0.839019362,0.839019362,*,LOC105373193
LOC105373194,-0.705603723,0.581230199,0.581230199,*,LOC105373194
LOC105373195-2,-0.585244542,0.635422874,0.635422874,*,LOC105373195
LOC105373206,-3.566531069,0.234424195,0.234424195,*,LOC105373206
LOC105373218,0.918290647,0.821944146,0.821944146,*,LOC105373218
LOC105373244,0.133330853,0.923551545,0.923551545,*,LOC105373244
LOC105373247,1.006366958,0.72094049,0.72094049,*,LOC105373247
LOC105373252,-0.620887424,0.501510822,0.501510822,*,LOC105373252
LOC105373265-2,0.684511129,0.79256386,0.79256386,*,LOC105373265
LOC105373282,1.74113801,0.457256417,0.457256417,*,LOC105373282
LOC105373284,2.366096007,0.553839929,0.553839929,*,LOC105373284
LOC105373289,0.484766591,0.754906572,0.754906572,*,LOC105373289
LOC105373294,-1.005262704,0.805404059,0.805404059,*,LOC105373294
LOC105373304,-2.851687099,0.426056303,0.426056303,*,LOC105373304
LOC105373311,0.472908343,0.263850102,0.263850102,*,LOC105373311
LOC105373312,-0.093982082,0.949775232,0.949775232,*,LOC105373312
LOC105373334,-0.138947077,0.95234596,0.95234596,*,LOC105373334
LOC105373335,-1.996874091,0.620212066,0.620212066,*,LOC105373335
LOC105373372-2,-1.996874091,0.620212066,0.620212066,*,LOC105373372
LOC105373383,-0.343968874,0.887740956,0.887740956,*,LOC105373383
LOC105373411,0.286002834,0.898804547,0.898804547,*,LOC105373411
LOC105373418,2.823324576,0.131680749,0.131680749,*,LOC105373418
LOC105373424,0.375313406,0.866934301,0.866934301,*,LOC105373424
LOC105373428,0.705733966,0.488163201,0.488163201,*,LOC105373428
LOC105373429,-0.180702441,0.901497268,0.901497268,*,LOC105373429
LOC105373430,1.375786451,0.707048142,0.707048142,*,LOC105373430
LOC105373433,-2.915185191,0.407394152,0.407394152,*,LOC105373433
LOC105373456,0.406913874,0.438927659,0.438927659,*,LOC105373456
LOC105373465,3.605638146,0.214797373,0.214797373,*,LOC105373465
LOC105373487,1.443315854,0.134269024,0.134269024,*,LOC105373487
LOC105373490,-0.28956544,0.71631126,0.71631126,*,LOC105373490
LOC105373511,-0.448564643,0.665248575,0.665248575,*,LOC105373511
LOC105373527,-1.005262704,0.805404059,0.805404059,*,LOC105373527
LOC105373554,-1.914412848,0.635321971,0.635321971,*,LOC105373554
LOC105373581,0.132504647,0.789437648,0.789437648,*,LOC105373581
LOC105373582,-0.097922117,0.966237185,0.966237185,*,LOC105373582
LOC105373583,-1.321117996,0.539026284,0.539026284,*,LOC105373583
LOC105373591,2.749739986,0.489183699,0.489183699,*,LOC105373591
LOC105373592,0.918290647,0.821944146,0.821944146,*,LOC105373592
LOC105373604,-0.043482025,0.991497804,0.991497804,*,LOC105373604
LOC105373605,-2.487906587,0.491516793,0.491516793,*,LOC105373605
LOC105373608,0.918290647,0.821944146,0.821944146,*,LOC105373608
LOC105373618,1.446749856,0.488789781,0.488789781,*,LOC105373618
LOC105373627,-1.502198097,0.681049414,0.681049414,*,LOC105373627
LOC105373689,1.671316983,0.459527891,0.459527891,*,LOC105373689
LOC105373707,-1.005262704,0.805404059,0.805404059,*,LOC105373707
LOC105373715,2.765944121,0.445250162,0.445250162,*,LOC105373715
LOC105373716,-0.893565207,0.811291847,0.811291847,*,LOC105373716
LOC105373737,0.918290647,0.821944146,0.821944146,*,LOC105373737
LOC105373759,-4.075373817,0.117704605,0.117704605,*,LOC105373759
LOC105373780,-0.236860633,0.736009488,0.736009488,*,LOC105373780
LOC105373785,0.34391775,0.877666328,0.877666328,*,LOC105373785
LOC105373823,-1.005262704,0.805404059,0.805404059,*,LOC105373823
LOC105373835,3.164065739,0.147124116,0.147124116,*,LOC105373835
LOC105373836,0.369606754,0.593355495,0.593355495,*,LOC105373836
LOC105373851,-1.857751675,0.233557269,0.233557269,*,LOC105373851
LOC105373854,2.912882781,0.452670655,0.452670655,*,LOC105373854
LOC105373873,1.906993865,0.636057473,0.636057473,*,LOC105373873
LOC105373880,-0.27947636,0.791132888,0.791132888,*,LOC105373880
LOC105373883,0.369818999,0.58614016,0.58614016,*,LOC105373883
LOC105373895,-0.043482025,0.991497804,0.991497804,*,LOC105373895
LOC105373902,-2.678968254,0.311887747,0.311887747,*,LOC105373902
LOC105373914,-0.06200318,0.982659685,0.982659685,*,LOC105373914
LOC105373936,-1.005262704,0.805404059,0.805404059,*,LOC105373936
LOC105373938,-0.043482025,0.991497804,0.991497804,*,LOC105373938
LOC105373939,-1.50939643,0.645949633,0.645949633,*,LOC105373939
LOC105373950,0.212548746,0.872483554,0.872483554,*,LOC105373950
LOC105373951,0.266244702,0.573582129,0.573582129,*,LOC105373951
LOC105373953,-1.542496786,0.639424198,0.639424198,*,LOC105373953
LOC105373954,-1.914412848,0.635321971,0.635321971,*,LOC105373954
LOC105373957,1.558716049,0.479555913,0.479555913,*,LOC105373957
LOC105373968,-0.043482025,0.991497804,0.991497804,*,LOC105373968
LOC105373974,-1.154377058,0.407816687,0.407816687,*,LOC105373974
LOC105374002,-0.481017457,0.858583038,0.858583038,*,LOC105374002
LOC105374003,0.465601634,0.264408883,0.264408883,*,LOC105374003
LOC105374005,-1.828313995,0.651239241,0.651239241,*,LOC105374005
LOC105374007,-1.005262704,0.805404059,0.805404059,*,LOC105374007
LOC105374009,1.102547397,0.50578816,0.50578816,*,LOC105374009
LOC105374021,-1.449486969,0.694956724,0.694956724,*,LOC105374021
LOC105374027,-1.005262704,0.805404059,0.805404059,*,LOC105374027
LOC105374040,2.336228069,0.559038019,0.559038019,*,LOC105374040
LOC105374051,-2.586033194,0.516781675,0.516781675,*,LOC105374051
LOC105374056,1.838931786,0.515156542,0.515156542,*,LOC105374056
LOC105374063,0.276244709,0.911458254,0.911458254,*,LOC105374063
LOC105374069,0.018548257,0.976382307,0.976382307,*,LOC105374069
LOC105374080,-1.005262704,0.805404059,0.805404059,*,LOC105374080
LOC105374085,-0.24555005,0.8791475,0.8791475,*,LOC105374085
LOC105374090,-0.260143363,0.7634843,0.7634843,*,LOC105374090
LOC105374096,0.918290647,0.821944146,0.821944146,*,LOC105374096
LOC105374101,-1.010232584,0.381356203,0.381356203,*,LOC105374101
LOC105374114,3.235046231,0.363516609,0.363516609,*,LOC105374114
LOC105374117,3.388322601,0.274692851,0.274692851,*,LOC105374117
LOC105374118,-1.64305251,0.277106405,0.277106405,*,LOC105374118
LOC105374122,-2.28783254,0.417309314,0.417309314,*,LOC105374122
LOC105374127,-0.147807438,0.901496198,0.901496198,*,LOC105374127
LOC105374128,0.153660373,0.880781663,0.880781663,*,LOC105374128
LOC105374140,0.198215337,0.841509202,0.841509202,*,LOC105374140
LOC105374167,2.186124613,0.35431763,0.35431763,*,LOC105374167
LOC105374174,1.429623165,0.664544227,0.664544227,*,LOC105374174
LOC105374179,0.086862992,0.979033581,0.979033581,*,LOC105374179
LOC105374181,-0.602561401,0.708718838,0.708718838,*,LOC105374181
LOC105374187,0.266342168,0.889198328,0.889198328,*,LOC105374187
LOC105374226,-0.976155396,0.791344734,0.791344734,*,LOC105374226
LOC105374235,-1.005262704,0.805404059,0.805404059,*,LOC105374235
LOC105374246,-1.005262704,0.805404059,0.805404059,*,LOC105374246
LOC105374253,-1.005262704,0.805404059,0.805404059,*,LOC105374253
LOC105374257,2.496037209,0.531493359,0.531493359,*,LOC105374257
LOC105374264,-1.533292111,0.369428379,0.369428379,*,LOC105374264
LOC105374280,-1.005262704,0.805404059,0.805404059,*,LOC105374280
LOC105374291,0.873362351,0.756846218,0.756846218,*,LOC105374291
LOC105374297-2,-1.005262704,0.805404059,0.805404059,*,LOC105374297
LOC105374297-6,-1.005262704,0.805404059,0.805404059,*,LOC105374297
LOC105374298,-0.272491092,0.824915058,0.824915058,*,LOC105374298
LOC105374304,-0.118307132,0.969285069,0.969285069,*,LOC105374304
LOC105374306,-1.478477052,0.47621498,0.47621498,*,LOC105374306
LOC105374313,1.7826395,0.659091782,0.659091782,*,LOC105374313
LOC105374320,-1.879573847,0.641745938,0.641745938,*,LOC105374320
LOC105374325,1.466198555,0.514478602,0.514478602,*,LOC105374325
LOC105374333,1.845737233,0.1598884,0.1598884,*,LOC105374333
LOC105374334,1.442241746,0.231220792,0.231220792,*,LOC105374334
LOC105374336,3.07857935,0.35881644,0.35881644,*,LOC105374336
LOC105374340,1.906993865,0.636057473,0.636057473,*,LOC105374340
LOC105374343,-1.005262704,0.805404059,0.805404059,*,LOC105374343
LOC105374346,0.568719355,0.823049913,0.823049913,*,LOC105374346
LOC105374352,1.006366958,0.72094049,0.72094049,*,LOC105374352
LOC105374358,0.764835618,0.511811432,0.511811432,*,LOC105374358
LOC105374369,-0.043482025,0.991497804,0.991497804,*,LOC105374369
LOC105374370,2.780319161,0.484207292,0.484207292,*,LOC105374370
LOC105374373,-0.517465763,0.832224296,0.832224296,*,LOC105374373
LOC105374381,-1.996874091,0.620212066,0.620212066,*,LOC105374381
LOC105374426,-1.005262704,0.805404059,0.805404059,*,LOC105374426
LOC105374433,1.515941559,0.231952914,0.231952914,*,LOC105374433
LOC105374444,-1.977458439,0.510588876,0.510588876,*,LOC105374444
LOC105374445,0.047976381,0.978541323,0.978541323,*,LOC105374445
LOC105374455,2.336228069,0.559038019,0.559038019,*,LOC105374455
LOC105374505,-0.318921436,0.805585118,0.805585118,*,LOC105374505
LOC105374535,0.071623735,0.95220542,0.95220542,*,LOC105374535
LOC105374538,-0.696512923,0.699943513,0.699943513,*,LOC105374538
LOC105374545,0.918290647,0.821944146,0.821944146,*,LOC105374545
LOC105374568,-0.139567324,0.960738735,0.960738735,*,LOC105374568
LOC105374584,-2.501618574,0.402184515,0.402184515,*,LOC105374584
LOC105374588,-0.530371455,0.860146096,0.860146096,*,LOC105374588
LOC105374615,-1.005262704,0.805404059,0.805404059,*,LOC105374615
LOC105374639,-1.005262704,0.805404059,0.805404059,*,LOC105374639
LOC105374651,1.832040146,0.649906984,0.649906984,*,LOC105374651
LOC105374662,-1.996874091,0.620212066,0.620212066,*,LOC105374662
LOC105374664,1.906993865,0.636057473,0.636057473,*,LOC105374664
LOC105374689,-3.759990621,0.077309307,0.077309307,*,LOC105374689
LOC105374690,0.918290647,0.821944146,0.821944146,*,LOC105374690
LOC105374709,0.918290647,0.821944146,0.821944146,*,LOC105374709
LOC105374711,-4.814680661,0.015376538,0.015376538,Down,LOC105374711
LOC105374715,0.173544511,0.928566989,0.928566989,*,LOC105374715
LOC105374721,2.788526681,0.320040156,0.320040156,*,LOC105374721
LOC105374732,1.441434267,0.269389829,0.269389829,*,LOC105374732
LOC105374745,-0.21206861,0.191801793,0.191801793,*,LOC105374745
LOC105374746,-0.13742778,0.803472012,0.803472012,*,LOC105374746
LOC105374748,0.952831031,0.425847468,0.425847468,*,LOC105374748
LOC105374773,1.351546374,0.411756438,0.411756438,*,LOC105374773
LOC105374775,0.364222163,0.823419292,0.823419292,*,LOC105374775
LOC105374776,0.918290647,0.821944146,0.821944146,*,LOC105374776
LOC105374780,-1.996874091,0.620212066,0.620212066,*,LOC105374780
LOC105374786,3.839788565,0.121509048,0.121509048,*,LOC105374786
LOC105374789,-1.251463456,0.365445013,0.365445013,*,LOC105374789
LOC105374795,1.531859343,0.668400331,0.668400331,*,LOC105374795
LOC105374800,0.918290647,0.821944146,0.821944146,*,LOC105374800
LOC105374809,-0.215029148,0.563237622,0.563237622,*,LOC105374809
LOC105374811,-0.256840994,0.196349058,0.196349058,*,LOC105374811
LOC105374813,1.152674038,0.596946354,0.596946354,*,LOC105374813
LOC105374832,-1.005262704,0.805404059,0.805404059,*,LOC105374832
LOC105374836,0.843633179,0.67286513,0.67286513,*,LOC105374836
LOC105374837,1.480275464,0.654054856,0.654054856,*,LOC105374837
LOC105374841,-0.126769628,0.960166542,0.960166542,*,LOC105374841
LOC105374843,-2.489095262,0.324682751,0.324682751,*,LOC105374843
LOC105374848,0.110327982,0.908016568,0.908016568,*,LOC105374848
LOC105374852,-0.043482025,0.991497804,0.991497804,*,LOC105374852
LOC105374869,-1.005262704,0.805404059,0.805404059,*,LOC105374869
LOC105374879,0.709582768,0.732529028,0.732529028,*,LOC105374879
LOC105374889,-0.274928576,0.901273842,0.901273842,*,LOC105374889
LOC105374894,3.622449317,0.170557708,0.170557708,*,LOC105374894
LOC105374897,-0.816266711,0.724058642,0.724058642,*,LOC105374897
LOC105374925,3.488132822,0.157970469,0.157970469,*,LOC105374925
LOC105374931,0.918290647,0.821944146,0.821944146,*,LOC105374931
LOC105374933,0.918290647,0.821944146,0.821944146,*,LOC105374933
LOC105374937,-1.778882926,0.447119231,0.447119231,*,LOC105374937
LOC105374938,0.882918166,0.809010936,0.809010936,*,LOC105374938
LOC105374945,-1.005262704,0.805404059,0.805404059,*,LOC105374945
LOC105374947,-0.706696522,0.599585777,0.599585777,*,LOC105374947
LOC105374949,-1.005262704,0.805404059,0.805404059,*,LOC105374949
LOC105374968,-0.051056454,0.982577371,0.982577371,*,LOC105374968
LOC105374986,3.33421894,0.33728032,0.33728032,*,LOC105374986
LOC105374988,0.918290647,0.821944146,0.821944146,*,LOC105374988
LOC105374988-2,0.918290647,0.821944146,0.821944146,*,LOC105374988
LOC105374998,-1.005262704,0.805404059,0.805404059,*,LOC105374998
LOC105375001,-0.612128258,0.815418987,0.815418987,*,LOC105375001
LOC105375012-6,-0.043482025,0.991497804,0.991497804,*,LOC105375012
LOC105375018,-0.966936203,0.657665204,0.657665204,*,LOC105375018
LOC105375024,-1.164799837,0.329882125,0.329882125,*,LOC105375024
LOC105375035,-1.996874091,0.620212066,0.620212066,*,LOC105375035
LOC105375065,-0.327460581,0.853121231,0.853121231,*,LOC105375065
LOC105375081,-1.005262704,0.805404059,0.805404059,*,LOC105375081
LOC105375085,1.7826395,0.659091782,0.659091782,*,LOC105375085
LOC105375103,-1.005262704,0.805404059,0.805404059,*,LOC105375103
LOC105375113,-2.586033194,0.516781675,0.516781675,*,LOC105375113
LOC105375119,-3.275114116,0.308195494,0.308195494,*,LOC105375119
LOC105375120,-2.529088673,0.51992763,0.51992763,*,LOC105375120
LOC105375127,-0.185459029,0.879814009,0.879814009,*,LOC105375127
LOC105375167,-0.89378141,0.808948167,0.808948167,*,LOC105375167
LOC105375172,0.918290647,0.821944146,0.821944146,*,LOC105375172
LOC105375198,-1.8541127,0.64645526,0.64645526,*,LOC105375198
LOC105375217,0.49803789,0.851391975,0.851391975,*,LOC105375217
LOC105375228,-1.151676432,0.562563721,0.562563721,*,LOC105375228
LOC105375243,-0.043482025,0.991497804,0.991497804,*,LOC105375243
LOC105375247,0.945190702,0.814360322,0.814360322,*,LOC105375247
LOC105375249,0.918290647,0.821944146,0.821944146,*,LOC105375249
LOC105375259,0.5315076,0.561635383,0.561635383,*,LOC105375259
LOC105375262,0.918290647,0.821944146,0.821944146,*,LOC105375262
LOC105375284,1.819651246,0.590758816,0.590758816,*,LOC105375284
LOC105375301,1.75409309,0.664418947,0.664418947,*,LOC105375301
LOC105375310,-2.409842605,0.546806812,0.546806812,*,LOC105375310
LOC105375321,-0.597759973,0.489331379,0.489331379,*,LOC105375321
LOC105375322,-0.043482025,0.991497804,0.991497804,*,LOC105375322
LOC105375334,-0.016972358,0.987628246,0.987628246,*,LOC105375334
LOC105375336,3.071304063,0.409475487,0.409475487,*,LOC105375336
LOC105375350,-1.996874091,0.620212066,0.620212066,*,LOC105375350
LOC105375359,1.75409309,0.664418947,0.664418947,*,LOC105375359
LOC105375369,1.7826395,0.659091782,0.659091782,*,LOC105375369
LOC105375370,3.170957747,0.327292267,0.327292267,*,LOC105375370
LOC105375384,-2.497686986,0.31702748,0.31702748,*,LOC105375384
LOC105375387,-1.005262704,0.805404059,0.805404059,*,LOC105375387
LOC105375421,2.444319996,0.538644699,0.538644699,*,LOC105375421
LOC105375422,1.906993865,0.636057473,0.636057473,*,LOC105375422
LOC105375423,-1.005262704,0.805404059,0.805404059,*,LOC105375423
LOC105375426,0.918290647,0.821944146,0.821944146,*,LOC105375426
LOC105375433,-1.828313995,0.651239241,0.651239241,*,LOC105375433
LOC105375434,-1.034882009,0.795850555,0.795850555,*,LOC105375434
LOC105375440,0.867499278,0.042922239,0.042922239,*,LOC105375440
LOC105375446,-0.797241135,0.140868311,0.140868311,*,LOC105375446
LOC105375450,1.531643057,0.665748086,0.665748086,*,LOC105375450
LOC105375451,0.792320084,0.844644818,0.844644818,*,LOC105375451
LOC105375457,1.769114713,0.478267371,0.478267371,*,LOC105375457
LOC105375463,0.918290647,0.821944146,0.821944146,*,LOC105375463
LOC105375484,-1.005262704,0.805404059,0.805404059,*,LOC105375484
LOC105375500,3.102100291,0.400774642,0.400774642,*,LOC105375500
LOC105375503,-0.697418323,0.57272173,0.57272173,*,LOC105375503
LOC105375504,0.031949226,0.987472503,0.987472503,*,LOC105375504
LOC105375509,0.882918166,0.809010936,0.809010936,*,LOC105375509
LOC105375514,2.266222629,0.304669803,0.304669803,*,LOC105375514
LOC105375517,-1.005262704,0.805404059,0.805404059,*,LOC105375517
LOC105375521,0.321654629,0.76140142,0.76140142,*,LOC105375521
LOC105375532,-0.355489527,0.424921165,0.424921165,*,LOC105375532
LOC105375549-2,0.961246571,0.417196542,0.417196542,*,LOC105375549
LOC105375554,-1.076958077,0.682782054,0.682782054,*,LOC105375554
LOC105375566,-1.503023869,0.270890016,0.270890016,*,LOC105375566
LOC105375592,0.792320084,0.844644818,0.844644818,*,LOC105375592
LOC105375631,-0.3268534,0.523770674,0.523770674,*,LOC105375631
LOC105375634,-0.043482025,0.991497804,0.991497804,*,LOC105375634
LOC105375655,0.064603044,0.95177141,0.95177141,*,LOC105375655
LOC105375683,0.196543464,0.797848096,0.797848096,*,LOC105375683
LOC105375684,3.365070883,0.328875227,0.328875227,*,LOC105375684
LOC105375690,-0.192162498,0.789527218,0.789527218,*,LOC105375690
LOC105375721,0.016211742,0.990079187,0.990079187,*,LOC105375721
LOC105375724,-0.726010931,0.770061748,0.770061748,*,LOC105375724
LOC105375728,0.465384795,0.42659123,0.42659123,*,LOC105375728
LOC105375740,0.320651382,0.895749368,0.895749368,*,LOC105375740
LOC105375741,-0.043482025,0.991497804,0.991497804,*,LOC105375741
LOC105375751,-1.8541127,0.64645526,0.64645526,*,LOC105375751
LOC105375771,-0.88380921,0.776933473,0.776933473,*,LOC105375771
LOC105375784,-0.952134618,0.796802613,0.796802613,*,LOC105375784
