GeneID,Con_1,Con_2,Con_3,DMEM_1,DMEM_2,DMEM_3,logFC,Pvalue,FDR,I6_1,I6_2,I6_3,logFC,Pvalue,FDR,R2_1,R2_2,R2_3,logFC,Pvalue,FDR
ITPR3,46.66,44.26,49.06,49.5,48.44,49.87,0.001951939,0.979766605,0.979766605,50.67,51.05,50.32,0.044768954,0.560261306,0.560261306,49.9,51.64,50.83,0.028251633,0.301883277,0.301883277
VN1R2,0,0.09,0,0,0,0,1.898634129,0.639269758,0.639269758,0,0,0,-1.876297065,0.643235966,0.643235966,0,0,0,0,0,0
HAPLN3,9.4,7.28,8.28,6.76,6.15,6.99,0.479323641,0.011802872,0.011802872,6.94,6.68,6.67,-0.379880755,0.043196635,0.043196635,6.68,7.34,6.75,0.066429771,0.640292956,0.640292956
RAB2B,5.94,9.26,6.97,8.14,8.64,6.89,0.008194683,0.965284864,0.965284864,7.86,7.61,7.86,-0.03937092,0.813495813,0.813495813,7.61,9.12,7.89,0.164921687,0.201503646,0.201503646
CRIM1-DT-2,4.41,2.98,2.82,2.36,2.13,2.84,0.595914657,0.230047232,0.230047232,1.71,2.53,3.68,-0.49350696,0.364655309,0.364655309,2.42,2.18,2.16,-0.130925741,0.797396683,0.797396683
VSTM1-2,0.5,0,0,0,0.03,0,2.631454029,0.509992183,0.509992183,0,0.77,0.74,1.592830743,0.517060681,0.517060681,0,0,0,-4.169398482,0.125459407,0.125459407
TEX41,0.03,0.02,0.06,0.07,0,0.11,-0.665359349,0.646002943,0.646002943,0.04,0.01,0.03,-0.516658954,0.69580894,0.69580894,0,0.02,0.02,-0.968329473,0.552360956,0.552360956
FRMD4A,6.77,8.75,7.32,8.24,8.46,7.93,-0.122812123,0.240010428,0.240010428,9.77,9.86,10.28,0.337300438,0.002081521,0.002081521,8.3,8.7,8.83,-0.136598152,0.108517933,0.108517933
GPR158,0.31,0.65,0.36,0.45,0.37,0.43,0.129839523,0.754648929,0.754648929,0.37,0.43,0.57,0.010135696,0.981048343,0.981048343,0.36,0.27,0.34,-0.473387691,0.189146154,0.189146154
SSR1,18.74,22.55,18.2,27.74,26.39,28.33,-0.399209588,7.56E-08,7.56E-08,26.14,25.83,25.46,0.317064124,5.50E-06,5.50E-06,22.86,19.19,21.08,-0.276291432,1.05E-05,1.05E-05
PCDH15,0,0,0,0.01,0,0,-1.64507173,0.683954314,0.683954314,0,0,0,0,0,0,0,0,0,0,0,0
SLC9A7,6.36,7.17,6.37,8.55,8.32,8.71,-0.321357598,0.000347885,0.000347885,10.64,9.95,9.33,0.413802419,1.12E-06,1.12E-06,8.36,7.38,7.79,-0.192221575,0.004109415,0.004109415
BRCC3,6.72,9.12,6.12,12.34,12.21,13.15,-0.717712754,1.11E-05,1.11E-05,11.13,10.9,11.49,0.558083821,0.000600303,0.000600303,9.72,8.39,9.04,-0.302403372,0.002071717,0.002071717
DCUN1D2,2.71,5.11,2.94,4.25,3.77,4.81,-0.1555842,0.567903662,0.567903662,3.42,4.04,4.64,0.203016068,0.477916312,0.477916312,4.52,3.19,3.32,-0.219314196,0.317814566,0.317814566
HOXA7,0,0.03,0,0,0,0,1.13719805,0.780480655,0.780480655,0,0.08,0.11,2.573902906,0.350150381,0.350150381,0.03,0,0.03,-1.793182459,0.398566803,0.398566803
COL11A1,0.26,0.23,0.26,0.23,0.25,0.33,-0.003917361,0.991939083,0.991939083,0.41,0.29,0.24,0.240361918,0.540282173,0.540282173,0.2,0.16,0.22,-0.593754608,0.123468142,0.123468142
EIF3B,191.4,185.35,204.87,198.37,202.63,195.18,0.075902019,0.321913694,0.321913694,207.75,206.62,209.07,0.008762091,0.908230674,0.908230674,220.3,223.93,223.27,0.12425333,7.54E-07,7.54E-07
FLJ38576,0.2,0,0.12,0.06,0.11,0.06,0.561857925,0.696716029,0.696716029,0.04,0,0,-3.052473879,0.187158542,0.187158542,0.02,0.06,0.04,1.643015976,0.439484935,0.439484935
KCMF1,7.26,8.51,7.43,9.44,9.58,9.21,-0.207437999,0.007617718,0.007617718,10.44,10.16,9.25,0.29838628,0.00061692,0.00061692,9.18,10.18,9.7,-0.019932507,0.791292726,0.791292726
UPF3B,4.78,9.93,6.39,11.4,10.56,11.18,-0.50931897,0.064688701,0.064688701,8.84,9.55,10.57,0.287934973,0.309993471,0.309993471,9.34,8.03,8.64,-0.111538439,0.384509367,0.384509367
BIRC3,3.5,7.25,3.59,8.19,7.54,8.6,-0.702649798,0.003174736,0.003174736,6.04,6.07,6.48,0.323876704,0.178305418,0.178305418,5.07,3.16,4.14,-0.56791731,0.000338221,0.000338221
SPATA5,2.06,4.85,2.61,3.3,3.14,3.4,-0.324624748,0.188594064,0.188594064,3.51,3.75,4.26,0.360247597,0.143230129,0.143230129,3.8,2.18,2.62,-0.344119287,0.021398511,0.021398511
FITM1-2,0.03,0.06,0.07,0.11,0.05,0.11,-0.479335394,0.752107996,0.752107996,0.01,0.06,0.05,-0.883921813,0.652653874,0.652653874,0,0.07,0.05,0.013724269,0.995292317,0.995292317
GAS6-DT,3.73,3.75,4,4.29,4.51,3.41,-0.006955395,0.975346748,0.975346748,2.58,2.58,2.26,-0.707781839,0.001912276,0.001912276,2.8,3.21,3.08,0.329181971,0.135349991,0.135349991
MTHFD2,9.84,11.18,9.79,12.74,12.14,13.15,-0.22894173,0.008364809,0.008364809,12.72,12.82,13.31,0.267943572,0.0012324,0.0012324,12.03,10.73,11.31,-0.16221019,0.027564487,0.027564487
ELF4,20.14,20.7,20.37,20.33,20.84,19.86,0.071507358,0.302303195,0.302303195,21.24,20.92,19.4,-0.080294908,0.254689943,0.254689943,21.24,21.51,21.36,0.079749619,0.14850644,0.14850644
ITGA4,0,0,0,0,0,0.01,-1.613322879,0.689947292,0.689947292,0,0.01,0.02,2.318386203,0.561476263,0.561476263,0.01,0,0.01,-0.57183937,0.81658344,0.81658344
USP8,3.69,5.65,3.4,7.29,7.25,6.65,-0.561756729,0.003573514,0.003573514,6.39,6.39,6.03,0.420491942,0.030524418,0.030524418,5.8,4.61,5.23,-0.220594647,0.086561851,0.086561851
EPDR1,30.92,31.29,32.8,33.22,34,32.95,0.000230154,0.998019539,0.998019539,37.04,34.87,35.11,0.076716222,0.408415459,0.408415459,37.07,36.35,36.92,0.073459448,0.190961495,0.190961495
TXNDC12,46.61,51.88,53.25,56.53,58.52,55.14,-0.078057136,0.385095442,0.385095442,59.64,57.52,55.58,0.11212557,0.199578107,0.199578107,58.8,62.02,60.1,0.1142047,0.073582007,0.073582007
NDUFA11,381.18,314.25,350.81,254.28,249.31,262.01,0.576085864,1.43E-07,1.43E-07,255.7,251.92,242.99,-0.629517311,9.99E-09,9.99E-09,247.14,232.85,240.39,0.080882867,0.152668288,0.152668288
GBP6,0.07,0.03,0.05,0.08,0.08,0.07,-0.506182257,0.597441096,0.597441096,0,0.02,0.06,-1.036047247,0.479506951,0.479506951,0.1,0.16,0.14,2.332571332,0.02747112,0.02747112
KCNJ15,0.02,0.1,0.01,0.06,0.06,0.05,-0.40392081,0.687518098,0.687518098,0.01,0.02,0.02,-1.346450873,0.277386467,0.277386467,0.06,0.02,0.03,0.860769317,0.428713068,0.428713068
CCL3-2,0.52,0.19,0.4,0.27,0.51,0.12,0.315530865,0.811826807,0.811826807,0.54,0.58,0.6,0.598983299,0.57585993,0.57585993,0.62,0.33,0.56,-0.147194747,0.871111298,0.871111298
NXF2,0.72,0.97,0.62,0.85,1.02,0.74,-0.092797508,0.822985707,0.822985707,0.61,0.77,0.75,-0.193799653,0.646987605,0.646987605,0.87,0.93,0.97,0.419389366,0.237784927,0.237784927
TFPI2,23.63,22.56,21.94,26.38,26.27,25.26,-0.111321494,0.236731373,0.236731373,26.65,25.82,25.11,0.110221436,0.241483699,0.241483699,24.04,23.92,23.6,-0.083730421,0.222944639,0.222944639
OLFM2,0.24,0.3,0.23,0.31,0.24,0.39,-0.440645614,0.543884671,0.543884671,0.1,0.16,0.17,-0.733481533,0.394632654,0.394632654,0.27,0.2,0.23,0.730804264,0.358306893,0.358306893
RAB3IL1,4.36,3.9,4.68,3.22,3.26,3.39,0.494915748,0.015649321,0.015649321,3.43,3.24,3.15,-0.513477307,0.011543638,0.011543638,3.75,4.16,3.93,0.330682367,0.05757564,0.05757564
CNOT4,6.05,5.76,4.75,7.63,8.2,6.74,-0.360789748,0.023090614,0.023090614,7.84,7.83,7.93,0.443512974,0.001747866,0.001747866,7.08,6.22,6.62,-0.242624012,0.01687197,0.01687197
ADAT1,6.45,6.99,6.03,7.67,7.11,7.03,-0.078908464,0.424656988,0.424656988,7.18,7,7.02,0.062511826,0.500755814,0.500755814,7.36,8.54,7.9,0.176299416,0.051520215,0.051520215
AMER1,1.33,1.2,1.19,1.08,1.24,1.01,0.242178371,0.200278442,0.200278442,1.58,1.51,1.41,0.204321758,0.223825004,0.223825004,1.62,1.28,1.29,-0.084315396,0.596766336,0.596766336
LRRC8C-DT,0.1,0.19,0.32,0.28,0.29,0,0.163732135,0.925601519,0.925601519,0,0.1,0.1,-1.747748506,0.383862693,0.383862693,0,0.44,0.37,2.181040043,0.284133148,0.284133148
ZNHIT1,172.86,151.12,182.88,136.75,135.25,140.17,0.399375481,0.000385271,0.000385271,132.84,134.42,138.72,-0.447959191,0.000101642,0.000101642,139.72,130.29,136.94,0.096563304,0.128917278,0.128917278
NTAN1-2,18.02,19.79,19.77,18.83,18.89,16.37,0.179188429,0.19798209,0.19798209,17.11,18.37,16.62,-0.236088372,0.072565992,0.072565992,18.57,23.43,20.88,0.334687849,0.016208752,0.016208752
CHI3L2,0.04,0,0.33,0.08,0.09,0.04,0.947958828,0.610134532,0.610134532,0,0,0,-4.135591346,0.202338576,0.202338576,0.08,0.04,0.08,3.21592985,0.232659155,0.232659155
HCG15-3,0.38,0.24,0.18,0.38,0.28,0.42,-0.421184926,0.736036601,0.736036601,0.12,0.16,0.21,-0.803099737,0.591939952,0.591939952,0.18,0.23,0.16,0.511083218,0.717635752,0.717635752
CLIC1-5,247.19,221.56,247.04,187.8,189.96,186.97,0.433886566,1.00E-06,1.00E-06,194.58,197.82,202.58,-0.359317554,6.45E-05,6.45E-05,219.25,212.75,214.67,0.172157633,9.31E-06,9.31E-06
GUCD1,42.69,40.64,43.95,39.53,41.66,37.79,0.17682616,0.043707481,0.043707481,37.19,37.72,37.66,-0.249130709,0.002194053,0.002194053,43.58,41.99,43.32,0.212784954,7.64E-07,7.64E-07
NSUN4,7.09,5.1,6.67,4.83,5.43,5.25,0.308671978,0.019802588,0.019802588,4.71,4.97,5.75,-0.175484158,0.176196315,0.176196315,6.86,5.7,6.23,0.110305651,0.298296348,0.298296348
CCDC125,1.45,2.37,1.77,2.74,2.94,1.98,-0.388056199,0.112119656,0.112119656,2.34,2.11,1.97,0.184443489,0.416503222,0.416503222,2,2.61,2.17,-0.203008149,0.311817529,0.311817529
NT5C1A,0,0.01,0,0.01,0.01,0,0.015323122,0.996427412,0.996427412,0.01,0.01,0.04,2.287746408,0.286920784,0.286920784,0.01,0.02,0.01,-0.992497872,0.500988714,0.500988714
CCT6B,0.34,0.29,0.26,0.19,0.31,0.15,0.535877336,0.519446275,0.519446275,0.22,0.23,0.34,-0.260276674,0.737881434,0.737881434,0.46,0.16,0.42,0.447073167,0.55687898,0.55687898
LSM2-6,26.19,21.39,24.03,19.02,19.04,19.24,0.424122808,0.01561265,0.01561265,16.42,16.35,17.03,-0.634931801,0.000432717,0.000432717,18.77,19.62,19.45,0.291844183,0.045430783,0.045430783
RTF2,95.18,99.41,98.65,97.83,98.7,96.24,0.083084427,0.140399865,0.140399865,97.54,96.84,96.29,-0.089524672,0.105870322,0.105870322,108.6,107.21,107.18,0.186068452,8.19E-08,8.19E-08
FAM111A-DT,0.78,0.83,0.62,0.57,0.47,0.78,0.515547056,0.27078097,0.27078097,0.75,1.37,1.68,0.437617401,0.301640496,0.301640496,0.79,0.58,0.59,-0.662840717,0.100950129,0.100950129
ISM2,0.02,0.02,0.02,0.02,0.02,0.04,-0.22505131,0.905329778,0.905329778,0.02,0.02,0,-0.759474544,0.742415346,0.742415346,0,0,0,-1.80161627,0.65562412,0.65562412
CCNB2,69.15,68.15,68.52,78.55,80.88,75.5,-0.104391855,0.179274262,0.179274262,79.7,76.81,74.06,0.079397011,0.299174584,0.299174584,75.98,74.55,74.29,0.006505038,0.902649149,0.902649149
ENTREP1,0.5,1.05,0.97,0.66,0.92,0.51,0.289400948,0.541824925,0.541824925,0.68,0.72,0.85,-0.175384872,0.692364899,0.692364899,1.25,1.12,1.1,0.574760705,0.076941675,0.076941675
DRAP1,464.38,446.57,519.22,366.59,378.25,350.31,0.486632389,1.55E-07,1.55E-07,358.21,367.19,367.72,-0.497970619,3.09E-08,3.09E-08,379.53,424.39,408.75,0.229711709,0.000215228,0.000215228
CLDN23-2,7.43,5.95,6.41,7.19,7.43,6.88,-0.033185153,0.851640344,0.851640344,7.32,6.9,6.14,-0.04001861,0.829309694,0.829309694,6.6,6.93,6.36,-0.001421626,0.991955775,0.991955775
SMU1,8.18,9.67,8.44,12.23,11.43,12.98,-0.406576791,2.79E-06,2.79E-06,12.94,12.9,12.52,0.480000504,5.56E-11,5.56E-11,11.18,10.55,10.8,-0.217500188,8.51E-05,8.51E-05
SPATA9,0.12,0.23,0.14,0.16,0.07,0.22,-0.261185959,0.802960614,0.802960614,0.03,0.05,0.06,-1.686632942,0.199909131,0.199909131,0.06,0.05,0.06,0.290193859,0.841930326,0.841930326
SLC22A14,0,0.09,0.11,0.04,0.06,0.09,0.225256157,0.865174812,0.865174812,0.14,0.07,0.13,0.629358963,0.593541829,0.593541829,0.08,0,0.06,-0.904469761,0.403655692,0.403655692
IFI27-2,4.62,1.6,3.77,2.17,2.84,1.49,0.208484347,0.730402721,0.730402721,2.62,1.6,0.95,-0.305050719,0.6464347,0.6464347,2.4,1.51,1.88,0.325530577,0.582614828,0.582614828
PEX7,1.83,2.83,2.22,2.23,2.84,2.98,-0.158630215,0.638126729,0.638126729,1.72,2.16,2.64,-0.143742496,0.699638425,0.699638425,2.21,2.35,2.22,0.018378392,0.954676637,0.954676637
SPINK5,0.02,0.13,0.04,0.12,0.11,0.1,-0.695471239,0.542388752,0.542388752,0.08,0.06,0.02,-0.361457626,0.794338384,0.794338384,0.13,0.03,0.05,0.316255841,0.791763497,0.791763497
BTBD7,1.74,3.12,1.81,3.35,3.53,3.44,-0.411477766,0.110660525,0.110660525,3.64,3.48,3.58,0.548318362,0.030485273,0.030485273,3.17,2.48,2.73,-0.385787121,0.000980058,0.000980058
MRPL2,98.2,81.37,100.87,75.68,72.37,76.57,0.402924745,0.000809136,0.000809136,71.94,74.34,78.07,-0.375563089,0.001901982,0.001901982,81.58,74.64,79.65,0.100313267,0.09690012,0.09690012
PCNX3,15.37,14.42,15.72,13.6,13.5,13.06,0.248822017,0.005287338,0.005287338,14.26,14.04,13.54,-0.190209302,0.034501631,0.034501631,12.8,13,12.68,-0.088872492,0.092303931,0.092303931
TREM1,0,0,0,0,0.05,0,-0.786355302,0.847184675,0.847184675,0.15,0.15,0,1.679305148,0.677641612,0.677641612,0,0,0,-1.80161627,0.65562412,0.65562412
NBPF11,1.01,2.96,1.4,2.39,2.52,2.96,-0.438473396,0.168726069,0.168726069,2.72,2.7,2.44,0.50232739,0.115643459,0.115643459,1.83,2.62,2.11,-0.238113013,0.143393131,0.143393131
SF3B2,122.05,115.58,127.15,124.62,129.27,121.75,0.039131529,0.621819784,0.621819784,127.4,127.81,127.9,-0.004185196,0.956627912,0.956627912,128.24,130.57,129.38,0.045450074,0.097939932,0.097939932
RUFY2,3.91,5.81,2.79,7.41,5.78,8.43,-0.675481745,0.009604915,0.009604915,6.7,6.17,5.81,0.615482538,0.017267067,0.017267067,4.32,3.08,3.7,-0.6757737,9.52E-06,9.52E-06
ADAMTSL5,7.15,7.64,8.71,6.54,6.92,6.18,0.356443751,0.010136662,0.010136662,6.92,6.84,6.79,-0.242073462,0.069267683,0.069267683,6.89,6.98,7.14,-0.032381458,0.77379987,0.77379987
CELSR2,2.93,2.27,2.66,2.94,2.65,3.2,-0.075620497,0.640434094,0.640434094,2.79,2.67,2.52,-0.054410304,0.727535182,0.727535182,2.57,2.69,2.74,0.021592792,0.814562937,0.814562937
NOS2,0.01,0,0,0,0,0.01,0.175425378,0.965708363,0.965708363,0.05,0.02,0,2.295181496,0.42348285,0.42348285,0,0,0,-3.378135112,0.292524094,0.292524094
CYP1A1,9.14,9.15,7.85,8.06,8.2,8.56,0.156492318,0.231438032,0.231438032,10.31,9.54,8.97,0.065778867,0.620440721,0.620440721,10.59,9.24,9.55,0.056022711,0.618916602,0.618916602
PCDHB11,0.28,0.26,0.28,0.31,0.29,0.29,-0.029974262,0.949168587,0.949168587,0.32,0.3,0.2,-0.075164581,0.881208301,0.881208301,0.24,0.27,0.23,-0.138524186,0.769708675,0.769708675
ALG11,3.01,3.44,2.99,4.99,4.81,5.36,-0.62420022,3.98E-05,3.98E-05,4.64,4.56,4.51,0.607631885,4.75E-05,4.75E-05,4.54,3.61,4.19,-0.550639527,1.49E-05,1.49E-05
FRRS1,0.67,0.38,0.55,0.58,0.59,0.68,0.04942812,0.897569134,0.897569134,0.32,0.32,0.48,0.137673763,0.708921891,0.708921891,0.78,0.58,0.68,0.23638495,0.441502472,0.441502472
ITIH3,0,0.05,0.03,0,0,0,2.572051745,0.519968938,0.519968938,0,0.06,0.1,1.326048344,0.537618647,0.537618647,0,0.04,0.02,-1.416421306,0.476273275,0.476273275
POU5F1B,0,0.02,0,0,0,0,1.13719805,0.780480655,0.780480655,0,0,0,-1.117083236,0.784266619,0.784266619,0,0,0,0,0,0
ACTR8,15.55,18.27,14.03,25.56,19.77,27,-0.4068862,0.000679159,0.000679159,23.5,22.24,22.26,0.498369311,1.64E-08,1.64E-08,21.45,21.37,21.13,-0.165846148,0.013870689,0.013870689
PLEKHH1,0.59,0.95,0.47,0.75,0.72,0.61,0.06690122,0.845781327,0.845781327,0.78,0.76,0.86,0.231951546,0.490546421,0.490546421,0.8,0.84,0.74,-0.11109031,0.606972203,0.606972203
CARD18,0,0,0,0.34,0.12,0.43,-3.654384401,0.16746898,0.16746898,0.14373449,0.14373449,0.14373449,0.14373449,0.14373449,0.14373449,0.14373449,0.14373449,0.14373449,0.14373449,0.14373449,0.14373449
TCF7L1-2,0.58,0.67,0.6,0.47,0.41,0.73,0.284221117,0.52254518,0.52254518,0.7,0.66,0.49,-0.084003216,0.834155103,0.834155103,0.52,0.68,0.67,0.063985097,0.864933152,0.864933152
OR2A1-2,0.09,0.09,0.13,0.15,0.12,0.27,-0.733557965,0.316315417,0.316315417,0.08,0.07,0.05,-0.680919218,0.403863181,0.403863181,0.19,0.18,0.16,1.403138328,0.030075703,0.030075703
MSL3,10.07,13.46,10.1,13.51,13.24,13.16,-0.171180367,0.209958814,0.209958814,13.57,14.22,14.92,0.263351099,0.055478525,0.055478525,12.51,11.05,12.26,-0.220452052,0.027709187,0.027709187
MAML2,2.62,3.84,2.55,5.22,4.93,5.47,-0.449418027,0.104697214,0.104697214,4.53,4.6,4.69,0.2760052,0.321481213,0.321481213,3.94,3.58,3.76,-0.277243485,0.002128149,0.002128149
TCF19-6,0,0,0.08,4.6,4.21,0,-5.882254222,0.068550736,0.068550736,0,0,0,-3.148670049,0.427373448,0.427373448,0.034275368,0.034275368,0.034275368,0.034275368,0.034275368,0.034275368
TBC1D2,42.43,42.04,42.18,35.42,35.4,35.7,0.341696837,1.01E-06,1.01E-06,38.43,36.22,34.79,-0.278455508,0.000310494,0.000310494,38.53,38.11,38.58,0.089755239,0.098711393,0.098711393
ATP2A1,0.16,0.41,0.15,0.21,0.18,0.23,0.167830149,0.808562567,0.808562567,0.08,0.1,0.09,-1.285532618,0.107231949,0.107231949,0.12,0.29,0.26,1.207653821,0.102228874,0.102228874
SLC49A4,6.11,5.68,5.58,6.33,7.38,5.87,-0.091160805,0.555014645,0.555014645,7.4,6.62,6.34,0.155993394,0.267130689,0.267130689,6.75,6.59,7.01,0.024031574,0.831507215,0.831507215
MARCHF2,25.69,20.46,25.35,18.1,18.89,18.08,0.49598965,0.000980412,0.000980412,14.02,15.01,15.62,-0.771862093,6.79E-07,6.79E-07,16.69,15.29,16.32,0.152264229,0.181836703,0.181836703
LRRC41,32.86,30.68,31.42,25.1,23.74,26.9,0.414746782,1.22E-05,1.22E-05,28.2,27.06,26.08,-0.308143276,0.000481609,0.000481609,28.76,25.69,27.06,0.029308105,0.659338588,0.659338588
TNFRSF11A,1.46,1.01,1.21,1.51,1.63,1.48,-0.247243502,0.251932286,0.251932286,1.9,2.05,2.03,0.628125532,0.00224886,0.00224886,1.36,1.66,1.55,-0.367425385,0.007972414,0.007972414
SLC25A38,38,37.82,40.15,35.01,34.77,35.47,0.236906686,0.004628399,0.004628399,34.3,34.52,35.06,-0.238114797,0.004620536,0.004620536,39.91,37.58,38.37,0.185452254,0.001298137,0.001298137
CCDC30,0.03,0.08,0.09,0.08,0.11,0.09,-0.314842813,0.747115538,0.747115538,0.13,0.16,0.09,0.054732809,0.956150245,0.956150245,0.03,0.03,0.03,-0.699919358,0.436811382,0.436811382
LY6E-2,169.35,137.85,169.31,121.76,119.42,123.6,0.480856368,5.42E-05,5.42E-05,119.34,117.8,115.33,-0.532026482,9.01E-06,9.01E-06,114.94,121.83,117.24,0.062045679,0.261687824,0.261687824
SEZ6L2,6.15,5.3,7.36,6.48,6.07,6.73,0.04029615,0.817525622,0.817525622,6.58,5.81,5.68,-0.136562405,0.445557288,0.445557288,5.42,5.39,5.42,-0.11952812,0.270881656,0.270881656
BDP1-2,0,1.84,0.26,0.2,0.01,0.01,3.343607798,0.177422218,0.177422218,0,0.4,1.2,-0.404859353,0.891171221,0.891171221,0.99,0.05,0.6,0.047264813,0.981615284,0.981615284
SPC25,20.31,16.07,19.07,15.03,16.77,15.4,0.269464734,0.058602575,0.058602575,12.52,15.62,18.82,-0.261126443,0.141712866,0.141712866,21.01,14.18,17.33,0.139885696,0.429847767,0.429847767
EPHA3,0,0.04,0,0,0,0,1.898634129,0.639269758,0.639269758,0,0,0,-1.876297065,0.643235966,0.643235966,0,0,0,0,0,0
COX16,45.36,40.24,47.15,41.36,42.18,40.8,0.207457677,0.069702383,0.069702383,41.55,40.74,41.65,-0.21671674,0.059514424,0.059514424,40.08,44.15,41.73,0.061683498,0.432805974,0.432805974
TIMP3,67.86,65.25,72.82,77.97,78.09,76.67,-0.09660467,0.223196576,0.223196576,74.49,75,73.91,0.044978113,0.572911061,0.572911061,79.26,81.93,81.22,0.140844105,4.57E-06,4.57E-06
ATP4A,0.01,0,0,0.01,0.01,0,-0.754652257,0.836643669,0.836643669,0,0,0,-1.117083236,0.784266619,0.784266619,0.005,0.005,0.005,0.005,0.005,0.005
PRIM1,16.34,19.17,18.5,18.32,17.74,20.09,0.027748149,0.82747091,0.82747091,17.94,18.7,20.41,-0.004152867,0.974185723,0.974185723,17.74,17.03,16.92,-0.097334208,0.375069099,0.375069099
PRRT1-5,0.06,0.07,0.06,0.07,0.06,0.07,0.169146289,0.917149307,0.917149307,0.04,0.07,0.1,0.137826201,0.930186055,0.930186055,0.07,0.08,0.06,-0.24142312,0.871438912,0.871438912
LY6S,0.07,0.28,0.07,0.06,0.06,0.09,1.046783514,0.360034618,0.360034618,0.04,0.03,0.01,-2.9038665,0.060644759,0.060644759,0.03,0.15,0.1,2.26713256,0.152804577,0.152804577
POLR1G,14.95,15.34,16.41,14.39,14.29,13.65,0.222573483,0.029244071,0.029244071,15.45,16.11,15.61,-0.060166856,0.544167023,0.544167023,15.95,13.69,15.68,-0.028879633,0.745019185,0.745019185
SNHG22,0,0.03,0,0,0,0,1.13719805,0.780480655,0.780480655,0,0,0,-1.117083236,0.784266619,0.784266619,0.04,0,0,0.995098905,0.807332645,0.807332645
RCL1,5.2,5.2,4.03,5.3,5.86,4.09,-0.014856672,0.946892962,0.946892962,6.17,5.66,5.1,0.179072373,0.354055404,0.354055404,3.83,5.94,4.48,-0.249298994,0.225588708,0.225588708
CACNA1H,0.07,0.03,0.04,0.05,0.02,0.05,0.686242866,0.474838951,0.474838951,0.04,0.06,0.07,0.149350513,0.859807999,0.859807999,0.03,0.03,0.03,-0.76600234,0.347438788,0.347438788
CIB3,0,0.34,0,0,0,0,1.898634129,0.639269758,0.639269758,0,0,0,-1.876297065,0.643235966,0.643235966,0,0,0,0,0,0
KIAA1328,0.53,1.4,0.9,1.15,1.33,1.5,0.222993896,0.682900375,0.682900375,1.92,1.29,1,-0.120042483,0.829024212,0.829024212,0.73,1.2,0.97,-0.14574212,0.627209948,0.627209948
PRR33-2,0,0,0.02,0,0,0,1.13719805,0.780480655,0.780480655,0.01,0.01,0,-0.155302556,0.969639891,0.969639891,0,0,0,-0.928454447,0.820006984,0.820006984
CCDC190,0.92,0.76,0.82,1.06,0.92,1.05,-0.196418938,0.457116397,0.457116397,0.88,0.72,0.64,-0.23767821,0.422141965,0.422141965,0.86,0.68,0.79,0.083569154,0.756470323,0.756470323
SEPTIN2,63.96,73.73,65.12,97.49,91.01,101.49,-0.434264022,1.08E-11,1.08E-11,95.66,94.88,94.92,0.420215372,9.11E-17,9.11E-17,82.82,72.79,77.43,-0.264024908,1.20E-07,1.20E-07
GADD45B,52.02,53.64,57.27,45.19,45.59,47.07,0.327927143,0.000302193,0.000302193,43.53,43.71,41.11,-0.430063685,3.59E-06,3.59E-06,46.07,49.63,49.36,0.223106612,0.00305295,0.00305295
RTL9,0.09,0.09,0.12,0.05,0.04,0.04,1.282019098,0.118896633,0.118896633,0.09,0.09,0.1,-0.208639995,0.762585253,0.762585253,0.14,0.06,0.12,0.290195796,0.662878322,0.662878322
REC8,0.24,0.3,0.52,0.14,0,0.43,0.81985212,0.505356834,0.505356834,0.09,0.3,0.35,-0.167274544,0.851633597,0.851633597,0.33,0.37,0.34,0.15166085,0.84515345,0.84515345
CZ1P-ASNS,27.51,26.64,25.85,19.6,21.98,17.42,0.521454512,0.000139662,0.000139662,18.29,18.25,18.8,-0.607968338,2.89E-07,2.89E-07,23.53,23.83,23.99,0.406564039,6.51E-05,6.51E-05
ADGRF5,22.19,25.25,23.6,32.53,31.84,33.33,-0.383507294,4.09E-11,4.09E-11,33.77,33.89,34.63,0.458875647,1.92E-16,1.92E-16,30.63,27.28,29.06,-0.215396244,3.03E-05,3.03E-05
SPDYE5,0.2,2.21,0.29,0.49,0.27,0.58,1.027839064,0.230072413,0.230072413,0.44,0.52,0.6,-0.823160341,0.320537169,0.320537169,0.33,0.34,0.24,-0.747985076,0.090224425,0.090224425
MAGEA6-2,1.22,1.48,1.7,1.46,2.17,1.13,-0.007123422,0.986498669,0.986498669,1.29,1.93,2.25,0.235257563,0.546897174,0.546897174,1.4,1.83,1.81,-0.035737567,0.914846224,0.914846224
CHRFAM7A-2,0,0,0.01,0.13,0.13,0.11,-5.327143084,0.002652362,0.002652362,0.15,0.14,0.09,5.149371369,0.005912482,0.005912482,0.06,0.06,0,-1.82975011,0.126921123,0.126921123
BTBD18,0.02,0.35,0.04,0.03,0.02,0.02,2.707943256,0.081241942,0.081241942,0.05,0.02,0.07,-1.67920703,0.242071888,0.242071888,0.05,0.03,0.05,0.029389906,0.981644649,0.981644649
GZF1,3.88,4.43,3.42,5.19,5.7,4.83,-0.404341308,0.001102257,0.001102257,5.53,4.93,4.77,0.308618488,0.025163535,0.025163535,4.07,4.01,4.38,-0.151330899,0.244024532,0.244024532
AGPAT5-2,2.33,2.83,2.57,4,3.63,4.22,-0.540892343,0.000166923,0.000166923,3.94,4.06,4.07,0.578094527,1.21E-05,1.21E-05,3.24,2.61,2.96,-0.464019437,0.00028417,0.00028417
